Name ,Country ,Sex,Age,University ,Department ,CGPA
Gay Moxley,Philippines,M,22,University of the Assumption,Support,1.37
Sebastian Pietrzyk,Georgia,F,27,Agricultural University of Georgia,Research and Development,3.25
Terri Gwilliam,Belarus,F,43,Vitebsk State Academy of Veterinary Medicine,Services,1.18
Tanny Ommanney,Philippines,M,43,Manuel L. Quezon University,Research and Development,3.25
Randa Russ,Ireland,M,48,LSB College,Engineering,0.11
Claudio Kendrick,Philippines,M,44,University of San Jose Recoletos,Support,0.23
Ula Meriot,China,F,47,Chongqing Normal University,Human Resources,0.39
Mira Walter,Russia,F,41,Novosibirsk State University,Support,4.51
Phil Cesconi,Portugal,M,21,Universidade da Madeira,Business Development,1.42
Bradan Tunnow,France,M,40,Ecole Nationale Supérieure des Mines d'Alès,Business Development,0.18
Lewie Eppson,Indonesia,F,40,"Universitas Pembangunan Nasional ""Veteran"" East Java",Marketing,3.05
Trish Allsepp,Russia,F,33,Vladivostock State University of Economics,Marketing,0.49
Niall Willcocks,Indonesia,M,49,Universitas Lambung Mangkurat,Support,4.37
Parnell Bonehill,Portugal,F,24,Instituto Politécnico de Coimbra,Engineering,4.74
Bradford MacNeish,Indonesia,F,47,Universitas Lambung Mangkurat,Engineering,1.1
Joaquin Shoebrook,Ukraine,F,42,National University of Ostroh Academy,Support,2.28
Clementius Haskew,Brazil,F,23,Universidade Tiradentes,Support,1.79
Helaine Constantine,Indonesia,F,49,Universitas Negeri Surabaya,Training,2.48
Ferrel Thaxter,China,M,29,Henan Univeristy,Product Management,2.46
Debbi Kimbling,Indonesia,F,50,Universitas Muhammadiyah Makassar,Training,1.94
Paulie Measor,China,M,44,Shaanxi Normal University,Training,2.55
Correna Marler,Sweden,F,33,University College of Trollhättan/Uddevalla,Marketing,1.15
Hilary Lawfull,Indonesia,M,24,Universitas Kristen Indonesia,Sales,2.3
Judy Bavage,Philippines,F,46,Foundation University,Business Development,2.22
Kenon Carwithim,Indonesia,M,30,Universitas Negeri Semarang,Product Management,0.48
Bogart Antusch,Colombia,M,22,Universidad Santo Tomás,Business Development,4.1
Hobard McKintosh,China,F,47,Shaoguan University,Legal,0.59
Caty Dawdary,Panama,F,20,Instituto de Enseñanza Superior Oteima,Product Management,0.27
Althea Monck,Philippines,M,46,Capitol University,Sales,0.82
Phylys Trumpeter,Azerbaijan,F,27,Odlar Yurdu University,Sales,3.62
Jasmine Albon,China,M,25,Beijing Language and Culture University,Services,1.4
Pearline Gaylord,Nigeria,M,49,University of Ilorin,Product Management,2.46
Viole Schrinel,Russia,F,46,Komsomolsk-on-Amur State Technical University,Support,1.18
Gillian Judson,China,F,47,Xi'an Highway University,Support,3.16
Gray Lippingwell,China,M,37,Zhengzhou University of Technology,Research and Development,2.71
Joshua Ewbanck,Papua New Guinea,M,22,Pacific Adventist University,Legal,4.01
Clayson Mackelworth,Thailand,M,36,"Rajamangala University of Technology, Lanna Nan",Marketing,0.33
Galven Broyd,China,F,35,Nanjing University of Economics,Support,3.35
Channa Bolley,Nicaragua,F,28,Universidad Nacional Autonoma de Nicaragua,Marketing,2.72
Eunice Kaasmann,Indonesia,F,22,Universitas Islam Nusantara,Business Development,0.87
Curran Howood,China,M,48,Henan Agriculture University,Sales,1.64
Ralina Aimeric,Portugal,F,36,Universidade Portucalense Infante D. Henrique,Human Resources,2.96
Wilmette Dmitrienko,Indonesia,M,33,Universitas Andalas,Human Resources,0.74
Lizzy Farncomb,Libya,M,30,Sirte University,Services,2.03
Marjy Pringle,Poland,F,21,Adam Mickiewicz University of Poznan,Engineering,1.13
Armando Laphorn,Japan,F,38,Saitama Prefectural University,Training,4.66
Moria Swidenbank,Indonesia,F,44,Universitas Negeri Yogyakarta,Training,3.06
Tedda Conlaund,Tajikistan,M,28,Tajik National University,Accounting,4.01
Dun Doniso,Japan,F,21,Kagawa University,Legal,1.94
Lyndell Ullyott,Guatemala,M,20,Universidad Mariano Gálvez,Sales,1.37
Margarete Gurg,Portugal,F,40,Instituto Superior de Ciências do Trabalho e da Empresa,Product Management,4.24
Ada Dorken,Sweden,F,22,Södertörn University College,Legal,1.3
Clare Liversage,Russia,M,47,Surgut State University,Support,3.69
Desirae Weymont,Canada,M,21,University of Victoria,Business Development,4.6
Enos Filtness,France,M,22,Université Denis Diderot (Paris VII),Sales,3.4
Alie Morfey,China,F,22,Tianjin Polytechnic University,Business Development,1.17
Luke Avramovich,Indonesia,M,38,Universitas Islam Indonesia,Training,1.57
Joanie Bodley,Bhutan,F,47,Royal University of Bhutan,Services,4.74
Klara Disman,Brazil,M,49,Universidade Gama Filho,Product Management,1.44
Brewster Bontine,Serbia,M,50,University of Belgrade,Training,4.28
Tallie McLugish,Indonesia,M,39,Universitas Diponegoro,Engineering,0.28
Alexandrina Salvatore,Czech Republic,M,50,Tiffin University Prague,Sales,1.32
Turner Allitt,China,F,48,Wenzhou University,Support,2.62
Alvan Marzelo,China,F,24,South China Agricultural University,Product Management,0.02
Mohammed Kiendl,China,F,33,Shanxi Normal University,Accounting,4.49
Cobb Murphey,Indonesia,M,38,Universitas Bakrie,Research and Development,2.72
Arluene Carmody,China,F,38,Ningbo University,Product Management,1.3
Lorette Macari,Honduras,M,44,Universidad Metropolitana de Honduras,Research and Development,3.73
Hobart Boman,Russia,F,36,Ural State Academy of Railway Transport,Research and Development,3.45
Camille Gatesman,China,F,21,Hebei University,Business Development,3.71
Faustina McGarahan,Cambodia,F,49,Svey Reong University,Accounting,2.67
Orsa Grisdale,Peru,F,21,Universidad Particular de Chiclayo,Sales,4.97
Elianore Ladlow,France,F,32,Ecole Supérieure de Commerce de Bordeaux,Human Resources,0.58
Roberta Burnip,Estonia,M,31,University of Tartu,Services,0.94
Bayard Congreave,Russia,F,20,Moscow State University of Geodesy and Cartography,Sales,0.03
Clarey Skiggs,Albania,M,27,Agricultural University of Tirane,Sales,1.71
Griffith Christoffe,China,F,40,Fudan University,Product Management,2.1
Eberto Pessolt,Moldova,F,40,University of Applied Sciences of Moldova,Human Resources,3.1
Nona Mutimer,United States,M,50,Pennsylvania State University - Altoona,Legal,2.79
Zelma Newgrosh,Mexico,F,26,Instituto Tecnologico de Durango,Human Resources,3.37
Larine Krop,Russia,M,20,Omsk State Medicical Academy,Engineering,1.32
Anthony Tolworthie,Portugal,F,33,Universidade da Beira Interior,Legal,0.05
Augy Whittenbury,Libya,F,50,Sebha University,Marketing,2.76
Ingaberg Gemmill,Indonesia,M,40,Universitas Muhammadiyah Surakarta,Product Management,3.29
Debora Pennings,Iran,M,31,Iranian Academy of Persian Language and Literature,Accounting,4.08
Colleen Rolley,China,M,22,Xi'an Academy of Fine Art,Marketing,0.6
Kristal Clack,Greece,M,20,International Hellenic University,Accounting,4.51
Luce Shurey,Israel,M,24,Hebrew University of Jerusalem,Training,2.33
Stace Resun,Germany,M,43,Ruhr-Universität Bochum,Marketing,2.95
Marice Killimister,China,M,36,Chongqing University of Post and Telecommunications,Product Management,2.58
Charlean Wallice,Nicaragua,M,33,Universidad Nacional Autonoma de Nicaragua,Engineering,4.79
Marybelle Moline,China,M,49,Zhejiang Forestry University,Support,1.54
Bogart Paunsford,Philippines,F,43,West Visayas State University,Research and Development,0.32
Amalie Suddock,Kazakhstan,F,40,University of International Business,Product Management,1.61
Tirrell Gratten,Palestinian Territory,F,30,Al-Aqsa University,Services,0.96
Kelila Corpes,Georgia,F,35,St. Andrew Georgian University,Engineering,2.06
Andres Phonix,Argentina,M,28,Universidad Atlantida Argentina,Training,0.35
Torrey Seed,Namibia,M,44,University of Namibia,Accounting,0.44
Brant Batte,China,M,36,University of Electronic Science and Technology of China,Sales,1.47
Candide Deener,Portugal,M,31,Universidade dos Acores,Product Management,2.54
Teddy Eubank,Philippines,M,26,University of Asia and the Pacific,Human Resources,1.0
Dilan Worlock,China,M,46,Hebei Normal University,Support,1.31
Hyacinth Gurry,China,F,34,Tianjin Normal University,Accounting,3.24
Kata Berntssen,Czech Republic,F,48,Mendel University of Agriculture and Forestry,Support,1.96
Inge Stanesby,Russia,M,22,Moscow Technical University of Informatics and Communication,Business Development,0.75
Bethanne Hebborne,Canada,F,36,Saskatchewan Indian Federated College,Services,4.05
Daniela Costar,Bermuda,M,23,Bermuda College,Product Management,0.75
Tully Dollimore,Greece,M,27,National Technical University of Athens,Research and Development,4.07
Nathalie Alflatt,China,F,33,Northwest Polytechnical University Xi'an,Engineering,3.39
Misha Page,China,F,30,Tibet Tibetan Medical College,Legal,0.96
Angelle Colgan,Czech Republic,M,36,Tomas Bata University in Zlin,Sales,2.46
Zorah Jasper,Philippines,M,27,University of Santo Tomas,Human Resources,1.56
Molly Illem,Portugal,M,40,Universidade Moderna de Lisboa,Engineering,2.9
Geralda Biernat,Sweden,M,20,University College of Skövde,Support,1.93
Laureen Coyne,Philippines,F,25,"University of the East, Ramon Magsaysay Memorial Medical Center",Engineering,2.54
Maryl Luby,China,M,25,Zhongshan University,Support,0.95
Adiana Annies,Russia,M,45,Volgograd State Technical University,Business Development,2.93
Norbert Keirl,Comoros,M,40,Lanzhou University,Business Development,2.95
Jasmine Hecks,Indonesia,M,41,Politeknik Negeri Semarang,Services,1.37
Aeriela Thunderchief,Latvia,F,45,Latvian Academy of Arts,Business Development,1.48
Camel Abys,Russia,F,34,Yaroslavl State University,Accounting,0.96
Effie Prenty,Nigeria,F,24,Lagos State University,Engineering,3.21
Jania Gunbie,Syria,M,46,Ittihad Private University,Engineering,2.53
Mattias Davidsohn,Indonesia,M,41,Universitas Pendidikan Indonesia,Research and Development,2.36
Cad Monni,Indonesia,M,29,Universitas Siliwangi,Training,3.76
Gabrielle Foukx,Yemen,M,38,University of Science and Technology Sana'a,Product Management,4.39
Ethelda Sutheran,Philippines,F,23,University of Northeastern Philippines,Business Development,3.87
Clare Thomtson,Indonesia,M,30,Universitas Terbuka Indonesia,Research and Development,4.44
Aguste Dufer,Indonesia,F,24,Universitas Wijaya Kusuma Surabaya,Support,3.72
Iosep Broadway,Philippines,M,31,Leyte State University ,Training,2.56
Tawsha Clingan,Ukraine,F,31,Ukrainian Medical Stomatological Academy,Accounting,4.91
Aimil Van den Velde,Japan,F,49,Kanazawa University,Legal,0.39
Shani Darlaston,Portugal,M,45,Universidade Catolica Portuguesa,Engineering,2.11
Hugibert Skegg,Philippines,F,38,University of the Philippines Manila,Product Management,1.33
Arlene Rooson,Indonesia,M,39,Universitas Nasional Pasim,Business Development,4.46
Rowena Giraudoux,Albania,F,40,Polytechnic University of Tirane,Support,4.49
Bess Sleany,Russia,F,46,Kostroma State Technological University,Accounting,0.96
Frans Lowden,Belarus,F,49,Academy of the Ministry of Internal Affairs of the Republic of Belarus,Support,4.6
Eugenio Rosevear,Tanzania,M,38,St. Augustine University of Tanzania,Business Development,1.67
Irina Marquez,Philippines,M,38,De La Salle University,Training,3.01
Rica Dacombe,United States,M,32,"Concordia College, Bronxville",Engineering,1.92
Elset Dalgardno,Cuba,M,49,Instituto Superior Politécnico José Antonio Echeverría,Business Development,2.96
Carlo Rakes,Brazil,F,39,Universidade Federal do Amapá,Research and Development,1.94
Hannis Sumnall,China,F,21,South China Normal University,Support,2.69
Milicent McCague,China,M,48,Northeast Normal University,Marketing,4.58
Celestyna Braunle,Portugal,F,22,Instituto Politécnico de Setúbal,Marketing,1.1
Halette Styan,Japan,F,26,Surugadai University,Business Development,1.69
Briney Adamovicz,Ivory Coast,F,50,Université d'Abobo-Adjamé,Sales,3.86
Kittie Masding,Brazil,F,25,Universidade Estadual do Maranhão,Marketing,0.46
Debera Thebeaud,Italy,F,27,University of Cagliari,Legal,1.06
Kile Godsell,Russia,F,45,Saratov State Socio-Economic University,Legal,2.41
Sada Liddicoat,Russia,F,45,Russian Academy of Arts,Research and Development,4.77
Kalila Bagnell,China,F,45,Zhanjiang Ocean University,Human Resources,0.13
Ianthe Chesnut,Dominican Republic,F,32,Universidad Dominico-Americana,Marketing,1.86
Lonnie Rubinovitsch,China,F,42,Qingdao University of Science and Technology,Engineering,2.3
Kris Haywood,China,F,40,Xi'an University of Architecture and Technology,Engineering,3.96
Alene Cansdell,China,F,41,Suzhou University,Legal,4.55
Joanie Creamen,Japan,F,25,Setsunan University,Legal,0.22
Nikos Galilee,Philippines,F,50,Manila Central University,Research and Development,1.35
Jayne Durban,Indonesia,M,50,Politeknik Negeri Sambas,Engineering,1.99
Reagen Staves,Greece,F,43,Technological Education Institute of Patras,Business Development,4.6
Gennifer Jervois,Russia,M,42,Bashkir State University,Services,3.01
Garvey McWaters,Brazil,M,29,Universidade Estadual de Montes Claros,Business Development,4.58
Norry Gallety,Thailand,F,45,Suranaree University of Technology,Sales,1.63
Sutherland Rittmeyer,Russia,F,28,Surgut State University,Research and Development,3.03
Modesty Crowley,Mexico,M,23,Instituto Tecnológico de Sonora,Human Resources,3.46
Ado Abramowitz,Belarus,F,26,Belarussian State University,Research and Development,2.7
Ronny Doodney,Sweden,F,31,University College of Trollhättan/Uddevalla,Business Development,2.91
Khalil Coffelt,Russia,F,27,Karelian State Pedagogical University,Engineering,1.26
Shay Wroughton,Belarus,F,33,Grodno State Agrarian University,Business Development,2.27
Osborne Tipton,Argentina,F,38,Instituto Universitario Aeronáutico,Legal,3.93
Nerita Turle,Kosovo,M,41,Nippon Sport Science University,Research and Development,0.68
Millicent Habble,United States,F,20,Eckerd College,Accounting,4.61
Helsa Coppledike,Japan,M,43,Keiwa College,Human Resources,1.4
Georgia Garnall,China,F,37,Shandong Economic University,Training,5.0
Garreth Kinch,China,F,49,Chongqing Wenli University,Training,1.28
Rochester Filippov,China,F,27,North China Electric Power University,Marketing,4.6
Tracey Colgan,Mongolia,F,35,Mongolian State University of Agriculture,Support,1.02
Foster Upham,Philippines,M,46,University of the Cordilleras,Product Management,2.82
Heida Scimonelli,Nigeria,M,26,Landmark University,Support,4.96
Dwayne Parrington,Nigeria,F,24,Veritas University,Business Development,2.42
Dana Gosse,Japan,M,50,Osaka University of Health and Sport Sciences,Training,4.22
Gaylene Pawellek,Czech Republic,M,43,Tiffin University Prague,Engineering,2.84
Gardiner Breazeall,Japan,F,47,Nihon University,Product Management,3.72
Sela Harborow,Ukraine,M,46,Donetsk State Medical University,Legal,0.16
Philippa Barette,United States,M,26,Davidson College,Marketing,1.77
Samson Varvara,Poland,M,42,University of Warsaw,Training,0.88
Roda Stockle,Philippines,M,37,Notre Dame University,Product Management,2.18
Maressa Weekley,Indonesia,F,43,Universitas Trilogi,Support,1.91
Mitch Tampion,Peru,M,20,Universidad Privada San Pedro,Research and Development,0.12
Paddy Tanby,Philippines,F,38,Central Mindanao University,Engineering,4.76
Robina Collete,United States,F,35,University of the South,Sales,2.23
Livvyy Mattes,Egypt,F,42,October 6 university,Accounting,2.5
Leonhard Wilkenson,Nigeria,F,35,University of Mkar,Product Management,4.18
Laney Dresser,Russia,M,31,Kuban State University of Technology,Training,1.72
Trudi Minithorpe,China,M,20,Guangxi Medical University,Marketing,4.45
Aldo Retchford,Argentina,M,35,Instituto Universitario de Ciencias de la Salud Fundación H.A. Barceló,Training,0.48
Cordey Huyge,Philippines,M,46,Notre Dame University,Services,1.83
Moise Atton,Poland,F,31,Medical Academy in Wroclaw,Training,4.29
Arin Fyfe,Nigeria,F,32,University of Agriculture Abeokuta,Business Development,1.56
Eben Pannett,Honduras,M,46,Universidad Tecnológica de Honduras,Human Resources,4.38
Kathryn Roome,Macedonia,M,33,University Goce Delcev,Services,0.72
Quinlan Felgate,China,F,34,Liaoning Technical University,Product Management,4.9
Bar Billiard,Dominican Republic,M,23,Universidad Tecnológica de Santiago,Services,1.73
Constantino Kensley,Philippines,F,28,Mariano Marcos State University,Business Development,1.51
Shandeigh Joliffe,Colombia,F,24,Corporación Universitaria de la Costa (UNICOSTA),Product Management,3.03
Eloisa Gatherell,Yemen,M,45,Hadhramout University of Science and Technology ,Marketing,3.98
Bliss Bichener,Venezuela,M,22,Universidad Metropolitana,Research and Development,1.38
Billye Di Maggio,China,F,41,Tongji Medical University,Sales,4.18
Kassie Bunyard,China,F,26,Capital Normal University,Sales,1.47
Neale Mallall,Philippines,M,44,Philippine Christian University,Business Development,3.83
Katti Nowak,Japan,F,23,Bunkyo University,Services,4.72
Ophelia Twittey,China,M,36,Hebei Academy of Fine Art,Engineering,1.95
Lawton Hentzer,Poland,M,22,Collegium Civitas,Accounting,3.47
Di Laugharne,Canada,F,33,University of Alberta,Research and Development,4.01
Almeta Terram,Sweden,M,20,Blekinge Institute of Technology,Services,3.13
Dorian Eisikovitsh,China,M,29,Shanghai Ocean University,Training,0.77
Farah Jone,Greece,F,27,Athens University of Economics and Business,Accounting,4.9
Sinclare Kirkebye,China,M,35,Lanzhou University,Business Development,1.86
Conrado Tattersdill,China,M,34,Nanjing Normal University,Accounting,0.54
Correy Standen,Kosovo,M,38,Kafkas University,Product Management,3.45
Gordy Risbridger,Armenia,M,32,State Engineering University of Armenia,Training,4.14
Drake O'Lenane,Uzbekistan,M,39,Samarkand State University,Engineering,0.92
Beverlie Cavilla,Indonesia,M,33,Universitas Indonusa Esa Unggul,Sales,3.48
Agustin Wilcinskis,China,M,39,Shenyang Institute of Chemical Technology,Sales,2.06
Codi Eberdt,Cyprus,M,48,European University Cyprus,Legal,4.24
Horatius Simkovich,Afghanistan,F,46,Herat University,Business Development,1.4
Marilee Rodgman,Philippines,F,29,Bicol University,Sales,4.32
Gabbey Leftridge,Brazil,M,43,Universidade Vale do Paraiba,Research and Development,3.74
Dacey Sigars,Indonesia,M,41,Universitas Katolik Parahyangan,Engineering,0.38
Jae Batch,Bangladesh,M,35,North South University,Accounting,3.78
Ambrosius Whiteley,China,F,33,China University of Geosciences Wuhan,Research and Development,1.45
Dolorita Coxall,South Korea,M,46,Pyongtaek University ,Product Management,2.16
Thia McTurk,United States,M,44,Cornell University,Marketing,0.91
Matilda Walsham,China,M,30,Huazhong University of Science and Technology,Support,4.67
Bing Naylor,China,M,44,Nanjing University of Chemical Technology,Services,2.25
Wittie Tollfree,Ukraine,F,40,East Ukrainian National University,Engineering,0.51
Lewie Thomazin,France,F,21,Institut National des Sciences Appliquées de Rouen,Human Resources,4.5
Kimmie Libero,Moldova,F,29,Tiraspol State University,Support,2.47
Jorgan Francescuccio,Lebanon,M,25,Notre Dame University,Business Development,4.75
Ibby Ritchley,China,M,24,Shenyang University,Product Management,2.74
Jacquie Chalk,Mauritius,M,44,University of Technology,Accounting,4.1
Carlynne Olivie,Russia,M,33,Nayanova University,Training,1.01
Ann Fotherby,Bulgaria,F,37,"National Academy for Theatre and Film Arts ""Krustju Sarafov""",Support,0.25
Golda Goodall,Indonesia,M,24,Universitas Hasanuddin,Engineering,0.22
Kalinda Shelbourne,China,M,37,Urumqi Vocational University,Support,0.98
Daria Adlem,Indonesia,M,38,Universitas Wijaya Kusuma Surabaya,Legal,3.38
Deanna Grodden,China,M,42,Dalian Medical University,Legal,0.34
Melita O'Daly,China,F,28,Wuyi University,Accounting,4.85
Ruthe Skillington,Honduras,F,40,Universidad de San Pedro Sula,Training,4.37
Gaby Shovel,France,F,38,Université Paris-Sorbonne (Paris IV),Research and Development,4.73
Alicia Barson,China,F,41,Northwest University Xi'an,Product Management,4.26
Ingrim Janc,France,F,24,Institut National des Sciences Appliquées de Toulouse,Services,3.87
Avrom Citrine,Thailand,M,28,"Rajamangala University of Technology, Phra Nakhon",Support,3.24
Padriac Taggett,Philippines,M,46,University of Northern Philippines,Research and Development,0.63
Peterus Swiffen,Portugal,M,22,Universidade Catolica Portuguesa,Support,1.09
Ossie Westnedge,China,M,26,Capital Normal University,Product Management,0.48
Cyrus Ehlerding,Netherlands,F,25,Fontys University of Applied Sciences,Sales,2.82
Vivyan Milesop,Philippines,F,35,Southwestern University,Research and Development,3.09
Cassie Boast,Indonesia,M,50,Universitas Negeri Medan,Support,2.73
Raynard Camis,Yemen,M,37,Alahgaff University,Human Resources,0.8
Marion Latan,Finland,M,25,Lappeenranta University of Technology,Business Development,2.64
Eldon Ugoletti,Philippines,F,36,Bulacan State University,Product Management,3.84
Delphine Mees,Honduras,M,42,Universidad Tecnológica Centroamericana,Services,0.39
Shaylyn Girardot,Philippines,M,48,"De La Salle University, Araneta",Legal,2.98
Steffane Kahane,France,F,24,Institut Supérieur Agricole de Beauvais,Research and Development,1.51
Diena Karlmann,Philippines,F,28,Isabela State University,Research and Development,4.56
Henrik Poure,Czech Republic,F,42,Czech Technical University of Prague,Training,3.23
Rubi Scammonden,Philippines,M,25,Feati University,Product Management,1.21
Kerry Readmire,Indonesia,F,29,Universitas Sebelas Maret,Sales,4.97
Evy Duxbarry,Cyprus,M,22,Frederick University,Accounting,2.74
Maia Rands,China,F,28,Hebei University of Technology,Legal,3.8
Lavina Sparks,Philippines,F,40,Philippine Women's University,Sales,4.99
Sybille Visco,Indonesia,F,48,STMIK Sinar Nusantara,Business Development,3.0
Odie Walsh,El Salvador,M,39,Universidad de Oriente,Legal,2.93
Carlynn Beric,Philippines,M,48,New Era University,Research and Development,0.63
Lynnell Burditt,Luxembourg,F,31,University of Luxemburg,Support,3.38
Koralle Shout,Peru,F,35,Universidad de Chiclayo,Support,1.82
Alex Wincer,China,F,43,Bohai University,Business Development,3.13
Nevin Vasiliu,Poland,M,41,Józef Tyszkiewicz College of Business and Computer Science in Bielsko-Biala,Product Management,1.34
Aurelea Kreutzer,China,F,31,Hehai University,Accounting,4.8
Dolly Blasius,Indonesia,F,48,Institut Teknologi Sepuluh Nopember,Marketing,4.55
Neysa Juares,Czech Republic,M,47,University of Education Hradec Kralove,Marketing,2.61
Carlie Drake,China,M,32,Shantou University,Business Development,4.87
Krishna Rampley,Poland,F,26,Gdansk Management College,Accounting,2.44
Brigid Aslin,Russia,F,36,Voronezh State Academy of Technology,Services,4.3
Barnebas Greetland,China,F,25,China Academy of Art,Accounting,4.74
Fernanda Kyndred,Lithuania,M,46,Military academy of Lithuania,Training,4.8
Ingram Tows,France,F,44,Ecole Nationale Supérieure des Telecommunications de Paris,Business Development,1.57
Ephraim Tregea,Norway,M,50,National Academy of Fine Arts,Support,0.31
Lowell Halstead,Czech Republic,M,20,University of Economics Prague,Services,0.16
Townsend Serjeant,China,F,44,Northwest Normal University Lanzhou,Marketing,4.38
Ingram Ditts,Sweden,M,30,School of Design and Crafts,Business Development,1.17
Haleigh Mousby,France,F,27,Centre d'Etudes Supérieures des Techniques Industrielles,Human Resources,3.39
Angelle Gregoire,China,M,45,Lanzhou University,Sales,3.08
Giffie Patry,Russia,F,29,Institute of Business and Politics,Business Development,0.89
Berenice Revens,Colombia,M,27,Universidad Militar Nueva Granada,Marketing,1.94
Roselle Drewett,Poland,F,42,Cardinal Stefan Wyszynski University in Warsaw,Support,4.49
Biron Prahl,Indonesia,F,33,Universitas Islam Syekh-Yusuf ,Product Management,4.45
Lexis Cawthorne,Brazil,M,41,Universidade Federal do ABC,Accounting,4.17
Aube Melliard,Brazil,F,40,Universidade Federal de Lavras,Research and Development,0.49
Tynan Lukianovich,Poland,M,27,University of Technology and Life Sciences,Legal,0.31
Cecil Cowburn,Kenya,M,25,University of Kabianga,Accounting,3.6
Hurleigh Naire,Poland,F,25,Technical University of Rzeszow,Accounting,0.5
Dreddy Killingworth,Canada,F,30,Trinity Western University,Product Management,0.2
Kendricks Cobbled,Canada,M,22,Southern Alberta Institute of Technology,Legal,4.52
Yves Barwack,Poland,M,22,Warsaw School of Social Psychology,Marketing,3.98
Leda Belton,China,F,20,Xi'an University of Electronic Science and Technology,Training,4.7
Emlyn Dumini,Russia,F,40,Modern University for the Humanities,Services,1.01
Shem Halbard,Mongolia,M,29,Ulaanbaatar University,Research and Development,2.93
Ediva Bastick,Philippines,M,46,Ateneo de Davao University,Research and Development,3.01
Whitby Kiera,Vietnam,F,45,Hanoi National Economics University,Support,4.82
Roxanne Hagger,Kazakhstan,F,21,Zhezkazgan Baikonurov University,Legal,1.58
Joby Kither,Philippines,M,39,University of Cebu,Business Development,0.07
Troy Mapham,Colombia,M,40,Politécnico Grancolombiano - Institución Universitaria,Engineering,3.85
