Name ,Country ,Sex,Age,University ,Department ,CGPA
Land Stainsby,Peru,F,47,Universidad Peruana Union,Engineering,4.54
Killy Ell,Tunisia,F,31,"Université du Centre, Sousse",Accounting,3.77
Camila Dodell,China,F,20,Zhengzhou Grain University,Sales,4.93
Allianora Thorneley,Egypt,F,29,Damietta University,Research and Development,2.46
Clayton Pinchon,American Samoa,M,46,St. Augustine International University,Training,4.63
Dorree Paish,Brazil,F,26,Universidade do Extremo Sul Catarinense,Research and Development,3.64
Dierdre Hagan,Poland,M,40,Academy of Economics in Katowice,Accounting,3.65
Vicki Spens,France,M,34,Université de Franche-Comté,Sales,4.11
Romeo Matushenko,Russia,F,22,Perm State Pedagogical University,Support,3.13
Filbert Jaszczak,Argentina,M,35,Universidad Nacional de Santiago del Estero,Training,4.91
Nestor Yglesia,Peru,F,40,Universidad Peruana de Ciencias e Informática,Support,1.11
Malvina Mead,Japan,M,48,Tokyo Woman's Christian University,Engineering,1.69
Tracie Balog,China,M,48,Shanghai Maritime University,Human Resources,2.3
Khalil De Filippis,Peru,F,21,Universidad Los Angeles de Chimbote,Accounting,4.5
Skippy Farnfield,El Salvador,F,43,Universidad Monsenor Oscar Arnulfo Romeo,Legal,2.01
Aldric Haacker,North Korea,M,45,Pyongyang University of Science and Technology,Training,3.46
Siegfried Millward,Brazil,M,26,Universidade Paulista,Research and Development,2.63
Porty Desson,Nigeria,M,48,Sokoto State University ,Marketing,3.44
Latrena Marquez,United States,M,25,Post University of Waterbury,Engineering,3.59
Rupert Randell,Canada,M,36,Mount Saint Vincent University,Human Resources,2.95
Heidie Egar,Japan,F,27,University of Shiga Prefecture,Training,1.36
Sharity Houtbie,China,F,45,Xinjiang Normal University,Business Development,2.43
Westbrooke Parfitt,Estonia,F,23,Tallinn University of Technology,Sales,3.78
Caleb Gussin,Russia,M,44,St. Petersburg State University of Telecommunication,Product Management,4.47
Sam Lardnar,Portugal,M,39,European University Portugal,Sales,3.31
Adela Malletratt,Albania,F,25,Epoka University,Accounting,3.75
Siouxie Lucio,Philippines,M,33,Manuel L. Quezon University,Research and Development,0.31
Barron Durham,Poland,M,44,"Physical Education Academy ""Jozef Pilsudski"" in Warsaw",Services,4.89
Sydelle Prettyjohn,France,M,23,Ecole Polytechnique,Services,4.58
Eva Conn,Poland,M,45,Medical Academy Ludwik Rydygier in Bydgoszcz,Support,4.73
Scot Poytres,Indonesia,F,41,Abfi Institute Perbanas Jakarta,Product Management,0.86
Lenard Pargeter,China,F,24,Huaqiao University Quanzhuo,Product Management,1.69
Debi Dobble,China,F,32,Henan Normal University,Legal,2.39
Patrizio Korba,Philippines,M,35,University of the Philippines Baguio,Legal,0.35
Thaxter Huster,Armenia,M,31,Russian-Armenian (Slavonic) State University,Research and Development,3.77
Jobi Nevison,Brazil,F,36,Universidade Federal de Uberlândia,Services,3.32
Misti Winskill,United States,M,50,Barber-Scotia College,Marketing,0.46
Cesaro Blaschke,Colombia,F,38,Universidad Nacional de Colombia,Services,4.35
Kendall Kesteven,Indonesia,F,35,Universitas Janabadra,Marketing,0.77
Gustav McKeown,China,F,37,Inner Mongolia University,Support,3.4
Datha Costen,Canada,M,30,DeVry Institute of Technology,Sales,3.43
Felicdad Venus,Russia,F,20,Perm State Pharmaceutical Academy,Human Resources,3.4
Meryl Dowle,Serbia,F,27,International University of Novi Pazar,Business Development,4.64
Sigfrid Test,Russia,F,46,"NGO Vladikavkaz Institute of Economics, Management, and Law",Legal,0.43
Marna Virgoe,France,F,43,Ecole Nationale d'Administration,Support,0.97
Keely Enticott,Brazil,M,20,Universidade Estadual do Vale do Acaraú,Legal,4.05
Cedric Mintrim,Brazil,M,40,Instituto Tecnológico de Aeronáutica,Legal,3.58
Nada Scaife,Brazil,M,37,Universidade Braz Cubas,Marketing,2.26
Clarine Kowalik,Indonesia,M,28,Institut Teknologi Telkom,Marketing,1.06
Ashlie Cree,Peru,M,20,Universidad Nacional de Cajamarca,Product Management,4.22
Deedee Orkney,Japan,F,29,Saga University,Human Resources,4.04
Lucila Burnsall,Brazil,F,37,Universidade Federal de Ouro Preto,Product Management,0.64
Caralie Labrenz,Chile,M,42,Universidad del Desarrollo,Accounting,3.93
Grantham Guyonneau,China,F,32,Peking University,Services,1.31
Nolie Dysert,Greece,F,44,Technological Education Institute of Larissa,Product Management,1.39
Keith Mensler,Philippines,F,23,University of the Philippines Visayas,Marketing,0.61
Tildy Frohock,Morocco,M,46,Institut Supérieur de Commerce et d'Administration des Entreprises,Sales,1.33
Deena Jouhan,Portugal,F,35,Universidade Nova de Lisboa,Training,0.75
Jada Meddick,Russia,M,42,Skrjabin Moscow State Academy of Veterinary Medicine and Biotechnology,Legal,0.26
Raoul Heasly,Indonesia,M,32,Universitas Indonusa Esa Unggul,Product Management,2.03
Florinda Rubenov,Russia,F,50,Yakutsk State University,Legal,0.49
Veronique Fayerbrother,Portugal,M,49,Universidade Nova de Lisboa,Accounting,4.22
Madelina Imlacke,United States,F,40,State University of New York College at Plattsburgh,Legal,3.56
Evie Housbie,China,F,41,Beijing Institute of Technology,Product Management,3.66
Charlie Volante,Japan,M,25,Aikoku Gakuen University,Accounting,0.35
Tod Bogie,Denmark,F,36,"Royal Danish Academy of Fine Arts, School of Visual Art",Research and Development,2.19
Marlee Thebeaud,France,F,30,Ecole Supérieure de Commerce de Dijon,Accounting,0.79
Arlee Danbrook,Madagascar,M,37,Université de Mahajanga,Human Resources,4.97
Pier Genner,Indonesia,F,30,STMIK Sinar Nusantara,Sales,4.04
Ebony Dallicott,Japan,F,44,Fukuoka University,Sales,1.61
Buddie Ethersey,China,F,41,North China University of Technology,Business Development,4.93
Tallie Corkett,Greece,F,40,University of Patras,Marketing,3.85
Lane Caselick,China,M,28,Fujian Normal University,Human Resources,1.06
Basilio Jacop,Philippines,M,46,Mariano Marcos State University,Product Management,1.94
Yovonnda Feasey,Mexico,M,33,Universidad de Celaya,Accounting,0.53
Abdel Ferreras,China,M,22,Inner Mongolia Normal University,Product Management,1.41
Ricca Huxstep,France,F,40,Ecole Supérieure des Techniques Industrielles et des Textiles,Business Development,4.19
Fiorenze Scotney,Philippines,M,22,University of Northeastern Philippines,Marketing,3.17
Avril Cobon,France,M,50,Université de Limoges,Support,1.29
Farrell Kinchley,Russia,M,30,Marij State Technical University,Training,2.03
Darill Indruch,South Africa,M,44,University of the Western Cape,Business Development,2.79
Agace Djordjevic,Thailand,F,21,"Rajamangala University of Technology, Lanna Nan",Accounting,1.86
Michail Offin,China,M,25,Zhejiang Forestry University,Legal,3.24
Shelley Alliberton,Sweden,F,49,Karolinska Institute Stockholm,Services,4.47
Tatiania Scotney,Russia,M,39,Skrjabin Moscow State Academy of Veterinary Medicine and Biotechnology,Accounting,3.56
Noelyn McWilliam,Philippines,M,50,University of San Carlos,Research and Development,3.56
Cher Mulheron,Philippines,F,36,University of the Visayas,Training,0.26
Bren Gooke,Portugal,M,31,Instituto Politécnico de Viana do Castelo,Engineering,3.32
Beryle Venditti,Indonesia,F,22,Universitas Kristen Indonesia,Services,0.75
Marcella Lewens,Indonesia,F,25,Universitas Indonesia,Services,1.03
Joli Beneze,Indonesia,F,36,Universitas Advent Indonesia,Business Development,1.26
Dorene Geely,United States,M,29,Greenville College,Sales,0.22
Bill Lamball,Nigeria,M,28,University of Lagos,Legal,0.79
Lyndy Maulin,Thailand,M,43,Kasem Bundit University,Marketing,0.74
Federico Melluish,China,F,34,Beijing Language and Culture University,Support,4.33
Mickey Frackiewicz,China,M,23,Tianjin Polytechnic University,Research and Development,0.52
Yorke Ketchell,Peru,M,41,Universidad Marcelino Champagnat,Training,1.02
Haily Wards,Indonesia,M,27,Universitas Kristen Satya Wacana,Support,3.47
Bartholomeus Hylands,Brazil,F,23,Universidade Regional do Cariri,Research and Development,0.89
Ermengarde McRitchie,Russia,M,49,St. Petersburg State University,Research and Development,2.15
Mollee Hales,Finland,M,22,Lahti Polytechnic,Research and Development,1.07
Tailor Bister,Indonesia,M,30,Universitas Mahasaraswati Denpasar,Business Development,1.43
Caroljean Coveney,Myanmar,M,24,Technological University (Myitkyina) ,Accounting,3.7
Aguste Exley,China,M,23,Tongji University,Engineering,4.13
Timothee Hartle,Russia,M,45,Samara State Agricultural Academy,Human Resources,0.62
Rick Bessey,Benin,M,46,Espam Formation University,Support,3.37
Darleen Scrigmour,Brazil,M,49,Universidade Federal do Maranhão,Research and Development,0.22
Kendre Jacson,Belarus,M,49,Gomel State University Francisk Scarnia,Services,3.95
Josephine Boatwright,Philippines,M,50,Philippine Military Academy,Services,3.67
Niki Beddall,Philippines,F,39,University of Nueva Caceres,Product Management,2.64
Jory Synke,Indonesia,M,46,Universitas Kristen Indonesia Tomohon,Engineering,2.17
Laurena Murkus,Thailand,F,22,Kasem Bundit University,Legal,0.27
Briano Fancott,Russia,M,22,Siberian State Industrial University,Sales,3.09
Corey MacGeaney,Sweden,M,39,Free University Stockholm,Services,1.22
Kev China,Indonesia,M,48,Universitas Widyatama,Marketing,2.01
Flore Stutely,Nigeria,F,45,University of Agriculture Makurdi,Services,1.77
Sidoney Van Hault,South Korea,F,21,Hannam University,Sales,0.15
Honoria Boulger,Philippines,M,22,Bulacan State University,Marketing,3.85
Bevvy Bobasch,China,M,37, Huaihua University,Product Management,0.84
Nicol Westoff,China,F,37,Beijing University of Posts and Telecommunications,Product Management,3.02
Maren Cantillon,China,M,26,Huizhou University,Legal,3.12
Cam Attwooll,Mexico,F,25,Universidad Lasallista Benavente,Support,1.55
Basile Hidderley,China,M,28,Xinghai Conservatory of Music,Human Resources,1.85
Noni Byrne,Nigeria,F,46,Bayero University Kano,Business Development,3.79
Jacquenetta Paris,Japan,F,48,Tsuda College,Support,3.51
Bevan Bambrugh,Mexico,F,29,Universidad Regional del Sureste,Sales,2.19
Parker Yurivtsev,Macedonia,F,20,State University of Tetova,Support,0.96
Tadd Deny,Argentina,M,36,"Universidad Nacional de la Patagonia ""San Juan Bosco""",Legal,2.07
Dani Conibere,Mongolia,M,39,Institute of Commerce and Business,Human Resources,4.25
Beale Marian,Russia,F,48,Northern State Medical University,Business Development,0.95
Nady Treneman,Brazil,F,25,Universidade Católica de Goiás,Legal,0.21
Joell Finnie,Poland,M,48,"Physical Education Academy ""Jozef Pilsudski"" in Warsaw",Sales,2.17
Johnette Mound,Indonesia,M,41,Universitas Bakrie,Training,0.82
Shanna Fido,Thailand,F,42,Silpakorn University,Training,3.06
Josephina Portlock,China,F,40,Hefei University of Technology,Research and Development,4.06
Amory Chatelain,Portugal,M,31,Universidade Internacional Lisboa,Legal,0.84
Cristiano Boecke,Sweden,M,50,University College of Trollhättan/Uddevalla,Research and Development,0.7
Amalia Donohue,Sweden,F,34,School of Design and Crafts,Support,4.65
Grady Sellstrom,Thailand,F,21,South-East Asia University,Marketing,3.31
Katha Daburn,Bahamas,M,31,The College of The Bahamas,Support,3.51
Zea Ivashintsov,Indonesia,F,36,Universitas Jenderal Achmad Yani,Engineering,4.34
Al Trenam,Indonesia,F,26,Politeknik Negeri Sambas,Engineering,2.95
Karlan Mordey,Brazil,M,35,Universidade do Extremo Sul Catarinense,Accounting,1.1
Loella Evison,Croatia,M,27,University of Rijeka,Support,0.06
Maddie Klement,China,M,36,Chongqing Wenli University,Research and Development,1.95
Kandy Dyke,Haiti,F,48,Université Notre Dame d'Haïti,Sales,3.23
Tadio Kolis,Norway,M,47,University of Oslo,Training,0.44
Ephrayim Chant,Sweden,M,36,Stockholm School of Economics,Marketing,4.76
Gavra Chieco,North Korea,M,34,Pyongyang University of Science and Technology,Support,0.98
Lela Shiel,Indonesia,F,25,Institut Sains & Teknologi Akprind,Business Development,3.67
Ahmed Saward,China,M,30,Yunnan Agriculture University,Marketing,0.03
Nollie Ambrogelli,Portugal,F,36,Instituto Superior de Entre Douro e Vouga,Business Development,0.52
Wenona McAteer,Mexico,M,28,Universidad Franciscana de México,Research and Development,1.1
Orville Tredwell,Brazil,M,25,Universidade Estadual da Paraíba,Support,0.41
Fayette Korf,China,F,42,Northern Sichuan Medical College,Business Development,2.53
Ludovika Basden,China,M,35,Capital University of Economics and Business,Services,2.83
Rock Easdon,Portugal,F,20,Universidade Independente,Engineering,4.62
Caryn Empleton,France,F,21,EPF Ecole d'Ingénieurs,Support,1.25
Shannan Sarchwell,China,F,24,Zhongnan University of Finance and Economics,Services,0.42
Keary Fevier,United States,F,47,Charleston Southern University,Marketing,0.33
Murry Highway,Indonesia,F,26,Universitas Islam Sultan Agung,Accounting,0.4
Gaspar Rabat,Brazil,M,48,Universidade Federal de Ouro Preto,Sales,4.16
Sawyere Biford,Philippines,M,33,University of Southeastern Philippines,Support,3.47
Wileen MacCostye,Azerbaijan,F,22,Sumgait State University,Training,3.6
Neal Shrubb,China,F,49,Qiongzhou University,Legal,2.04
Sancho Haborn,Indonesia,M,20,Universitas Bunda Mulia Jakarta,Human Resources,0.07
Sharl Sherewood,El Salvador,M,27,Universidad Católica de Occidente,Human Resources,3.85
Adolphe Scroggins,Malaysia,F,46,KBU International College,Human Resources,2.49
Sharona Senett,China,F,23,Northern Jiaotong University,Product Management,3.04
Tate Brody,Russia,F,38,Russian Academy of Arts,Research and Development,2.04
Diarmid Dunster,Brazil,M,22,Pontifícia Universidade Católica do Rio Grande do Sul,Training,2
Peggi Willoughway,Czech Republic,F,32,Anglo-American University,Research and Development,0.88
Kellen McGinnell,United States,F,25,University of Virginia,Marketing,4.83
Mathilde Cornilli,Albania,M,42,University of New York Tirana,Services,2.5
Teodoor Clutterham,Indonesia,F,47,Universitas Nasional Pasim,Services,4.85
Mayer Handslip,Albania,M,30,Agricultural University of Tirane,Support,3.17
Trace Sherwen,Philippines,F,43,Rizal Technological University,Research and Development,2.83
Shanon Handy,Indonesia,M,48,Universitas Tanjungpura,Research and Development,0.27
Rodrigo Collins,China,F,39,Tibet Tibetan Medical College,Legal,4.46
Danika Balme,France,F,34,Ecole Supérieure d'Ingénieurs de Marseille,Human Resources,0.2
Luz Reimer,Philippines,F,26,University of the Philippines Visayas - Cebu High School,Product Management,4.94
Latrena Caffery,Czech Republic,F,31,Technical University of Liberec,Sales,2.76
Stacia Russan,Greece,F,20,Ionian University Corfu,Human Resources,2.12
Wally Whistance,Colombia,M,26,Fundación Universitaria Manuela Beltrán,Sales,2.01
Alfreda Itter,Russia,M,30,Samara State University,Services,0.81
Minda Byrom,Indonesia,M,22,Universitas Sanata Dharma,Engineering,1.51
Bruno Opdenorth,Greece,M,26,University of Macedonia,Human Resources,2.64
Celestia Renac,Philippines,F,47,Manuel S. Enverga University Foundation,Human Resources,1.23
Antonella Crenage,Paraguay,M,33,Universidad Privada del Este,Marketing,4.09
Eran Liddy,Indonesia,F,32,Universitas Narotama,Support,1.05
Glendon Stratley,China,M,36,Emeishan Buddhist College,Business Development,3.26
Umeko Johnes,Philippines,M,23,Isabela State University,Marketing,1.72
Layney Fosdike,Madagascar,M,30,Université de Mahajanga,Human Resources,4.99
Emelda Croisdall,Bangladesh,M,50,Islamic University of Technology,Legal,2.45
Toma Vinall,Brazil,F,23,Universidade Católica de Pernambuco,Sales,1.64
Jewelle Chave,Japan,F,45,Jobu University,Research and Development,1.28
Joycelin Kennea,Sweden,F,24,Mid-Sweden University,Product Management,2.83
Konstantine Donne,Japan,F,21,Hachinohe Institute of Technology,Marketing,1.92
Darline Dwire,Brazil,M,34,Universidade Santa Cecília dos Bandeirantes,Accounting,4.17
Zechariah Glendinning,Sweden,M,37,Södertörn University College,Human Resources,0.59
Percival Lampbrecht,China,F,42,Jingdezhen China Institute,Business Development,0.79
Ezechiel Rubinivitz,South Africa,F,45,Walter Sisulu University for Technology and Science,Product Management,0.11
Veda Moscone,Morocco,F,20,Institut National des Postes et Télécommunications,Legal,0.39
Helenelizabeth Salleir,Croatia,M,37,University of Dubrovnik,Accounting,3.84
Adriana Boyford,Moldova,M,35,Moldova Technical University,Accounting,3.72
Osmond Reedy,China,F,25,China Agricultural University,Business Development,3.54
Caryn Owen,Poland,F,29,Collegium Civitas,Engineering,2.59
Isahella Panchin,Nicaragua,F,48,Universidad Americana,Marketing,4.06
Thorpe Dumbleton,Jamaica,M,39,"University of the West Indies, Mona",Services,3.6
Genia Berridge,Taiwan,M,42,Kun Shan University,Services,0.81
Stella Symon,China,M,48,Dalian Medical University,Business Development,3.8
Millisent Tuddenham,Ireland,M,32,Dublin City University,Services,1.82
Addi Dankov,Indonesia,M,27,Universitas Mercu Buana,Legal,2.16
Barclay Mc Grath,Armenia,F,50,Russian-Armenian (Slavonic) State University,Research and Development,0.61
Poppy Tumilson,Indonesia,F,43,Universitas Negeri Makassar,Human Resources,3.89
Niall Stollberg,China,M,21,China Foreign Affairs University,Research and Development,1.46
Barty Charon,Greece,F,31,Technological Education Institute of Serres,Marketing,4.11
Davidde Sowrey,Germany,F,29,Fachhochschule Brandenburg,Sales,3.86
Jeanette Cobden,Nicaragua,M,45,Universidad Americana,Product Management,2.12
Quintin Hallan,China,F,27,Jingdezhen China Institute,Support,1.83
Neddy Yonge,Brazil,F,33,Universidade de Santa Cruz do Sul,Marketing,2.04
Gard Baudain,South Africa,M,25,University of Venda,Engineering,2.94
Evvie Hailey,China,M,45,Jingdezhen China Institute,Research and Development,3.02
Theodoric Bryde,China,F,45,East China Normal University,Marketing,2.26
Cathee Meale,Malaysia,F,22,Port Dickson Polytechnic,Human Resources,1.76
Anastasia Danniel,Indonesia,F,46,Universitas Atma Jaya Yogyakarta,Accounting,3.88
Gertrudis Schust,Indonesia,F,29,Universitas Krisnadwipayana,Legal,0.65
Eleanor Labone,Tanzania,F,26,Moshi University College of Cooperative and Business Studies,Human Resources,1.6
Darrell Thamelt,Ireland,M,31,University of Limerick,Sales,2.67
Britteny Holliar,South Africa,M,38,University of South Africa,Accounting,2.95
Briana Jeckell,Czech Republic,F,21,Technical University of Mining and Metallurgy Ostrava,Business Development,4.95
Ronny Woof,Sweden,M,44,School of Design and Crafts,Support,1.4
Mirna Haselgrove,China,F,28,Zhejiang Gongshang University,Accounting,1.51
Aimil Trenchard,Sweden,F,22,University College of Skövde,Sales,3.48
Annadiane Kennington,Thailand,M,20,Chulalongkorn University,Engineering,1.37
Gannie Wenger,Guatemala,F,48,Universidad Mariano Gálvez,Sales,3.62
Tulley Tuftin,Ukraine,M,30,Dnepropetrovsk National University,Support,2
Camilla Stoffels,Russia,F,40,Nevsky Institute of Language and Culture,Sales,4.6
Reed Barstock,Thailand,F,33,Mahachulalongkorn Buddhist University,Marketing,0.11
Kellen Taborre,China,M,32,Dalian University of Foreign Language,Services,4.51
Ysabel Tire,Peru,M,20,Universidad Andina del Cusco,Business Development,2.45
Imogene Benes,France,F,30,Institut National Polytechnique de Grenoble,Legal,2.34
Neely Glitherow,Nigeria,F,23,"Bauchi State University, Gadau",Business Development,4.33
Zolly Simnett,Sweden,M,50,Göteborg University,Support,2.82
Aldwin Malby,Philippines,M,46,University of Asia and the Pacific,Marketing,4.73
Curr Oriel,Poland,F,21,Pedagogical University of Rzeszow,Training,1.87
Owen Bosward,Malaysia,F,29,British Malaysian Institute,Human Resources,0.75
Edmund Bayford,Russia,M,40,Saratov State Technical University,Support,4.83
Danny Lismer,Peru,F,25,Universidad Nacional de San Antonio Abad,Business Development,1.14
Zacherie Pendrich,Poland,M,37,University of Wroclaw,Support,4.1
Evita Ower,Indonesia,M,43,Universitas Bhayangkara Jakarta Raya,Business Development,3.56
Sherill Dunseath,Colombia,F,36,Universidad del Norte,Sales,4.2
Rowe Gilfillan,Indonesia,M,49,Universitas Khairun,Marketing,2.54
Jerrilee Dunge,Bangladesh,F,26,Sylhet Agricultural University,Training,0.01
Andy Schlagtmans,Philippines,F,48,Divine Word College of Legazpi,Business Development,0.43
Tan Fieldsend,Ecuador,F,27,Universidad de Especialidades del Espíritu Santo,Human Resources,3
Susanetta Schule,Czech Republic,F,22,University of New York in Prague,Training,0.75
Elvira Colleran,Lithuania,M,34,Lithunian Veterinary Academy,Legal,2.02
Blondy Vargas,Nigeria,F,47,Igbinedion University,Research and Development,2.61
Licha Hildrew,Pakistan,F,50,Institute of Business Administration Sukkur,Marketing,1.18
Farlay Desantis,China,F,22,Hainan Normal University,Services,4.43
Gardiner MacVanamy,Portugal,M,42,Universidade Internacional Lisboa,Legal,3.89
Dante Whitland,Nigeria,M,38,Akwa Ibom State University of Technology,Sales,0.56
Ibby Pretsell,Indonesia,F,38,Universitas Pancasila,Marketing,0.39
Barn Hazelton,Argentina,M,22,Universidad Notarial Argentina,Accounting,3.65
Melany Croom,China,F,49,Luxun Academy of Fine Art,Product Management,4.36
Farrell Andreasson,Myanmar,F,25,Technological University (Monywa),Training,3.07
Fawn O'Dulchonta,Portugal,M,23,Universidade de Aveiro,Product Management,2.05
Darryl Behnecke,Thailand,M,39,"Rajamangala University of Technology, Lanna Nan",Marketing,0.93
Inesita Klemps,Philippines,M,42,Notre Dame of Marbel University,Business Development,0.9
Christin Sweetnam,Gambia,M,26,American International University West Africa,Engineering,1.02
Perry Aimeric,Bangladesh,M,37,Southeast University,Legal,2.52
Lonny Kruschev,Philippines,M,35,University of the Philippines Los Banos,Training,2
Basia Antrim,Indonesia,F,49,Universitas Sebelas Maret,Accounting,1.13
Edgar McCue,Nigeria,M,38,Umaru Musa Yar'Adua University ,Marketing,2.17
Clair Moresby,Russia,F,32,Astrahan State Technical University,Accounting,3.3
Valina Worledge,Canada,F,34,"Institut National de la Recherche Scientifique, Université du Québec",Engineering,0.73
Ileana Warn,China,M,22,South China University,Business Development,0.04
Siana Gentiry,Yemen,M,25,Yemenia University,Training,4.69
Temple Etoile,Estonia,M,28,Estonian Academy of Arts,Support,4.69
Demetris Fitkin,France,F,23,Université Lumiére (Lyon II),Accounting,2.74
Grayce Dudney,Brazil,F,44,Universidade Candido Mendes,Business Development,0.89
