Name ,Country ,Sex,Age,University ,Department ,CGPA
Clerkclaude Brunel,Indonesia,M,35,Institut Teknologi Adhi Tama Surabaya,Training,0.61
Tove Losbie,Colombia,M,25,"Universidad Tecnológica del Choco ""Diego Luis Cordoba""",Research and Development,0.14
Inga Gudahy,Indonesia,M,48,Universitas Islam Sultan Agung,Sales,4.73
Sharyl Soldi,Peru,F,50,Universidad Nacional del Callao,Human Resources,2.3
Sabra Dimitresco,Indonesia,M,38,Universitas Narotama,Research and Development,2.25
Annie Geard,Trinidad and Tobago,F,20,University of the Southern Caribbean,Legal,0.75
Rodrigo Gheorghescu,Egypt,F,28,Future University,Training,4.71
Marylin Dreamer,Japan,F,26,Ritsumeikan Asia Pacific University,Product Management,3.08
Erik De Mars,Russia,M,47,Finance Academy,Research and Development,3.83
Panchito Mc Corley,China,M,31,Qinghai Radio & Television University,Human Resources,2.37
Brnaba Milmo,Poland,F,42,Medical Academy Ludwik Rydygier in Bydgoszcz,Sales,0.82
Kariotta Pashan,Sweden,M,23,School of Design and Crafts,Sales,1.13
Harmony Scrowston,France,F,49,Université Paris Nanterre (Paris X),Research and Development,4.36
Dianemarie Shurrocks,China,M,33,University of Petroleum (East China),Sales,1.02
Carmelia Wapples,Japan,M,36,Nippon Sport Science University,Accounting,3.78
Layney Dunkerton,France,M,31,Ecole Supérieure de Commerce de Paris,Human Resources,2.39
Cherin Cruikshanks,Colombia,M,32,Universidad de Córdoba,Business Development,0.05
Lizbeth Bugbee,Portugal,M,25,European University Portugal,Marketing,0.13
Beryl Crielly,Japan,M,29,Ibaraki Christian College,Engineering,4.99
Hali Palia,Vietnam,M,45,Hanoi University of Civil Engineering,Sales,3.32
Riobard Falconer,Bangladesh,M,29,International University of Business Agriculture and Technology,Support,0.99
Rebeka Whittet,Indonesia,F,26,Universitas Pattimura,Support,2.24
Elysha Blazek,China,M,21,Yunnan Agriculture University,Business Development,3.08
Yuri Flynn,China,M,26,Shanghai Jiaotong University,Business Development,1.44
Pietra Howton,Palestinian Territory,M,30,University College of Applied Sciences,Accounting,1.73
Carly Tilliard,China,F,50,Chengdu University of Technology,Research and Development,4.93
Gunar Ruos,China,M,46,South China Agricultural University,Accounting,3.33
Levi Worling,Indonesia,F,30,Institut Teknologi Adhi Tama Surabaya,Marketing,1.69
Tanney Bateup,French Polynesia,F,32,Université de la Polynésie Française,Training,4.27
Deborah Geikie,China,M,31,Harbin Medical University,Business Development,1.96
Barbabas Rambadt,Spain,M,33,Universidad de Cantabria,Accounting,1.75
Genvieve Benesevich,France,M,33,Ecole Supérieure Internationale d'Administration des Entreprises,Business Development,4.82
Leonardo Downse,Indonesia,M,38,Institut Teknologi Sepuluh Nopember,Legal,1.12
Patten Rowes,China,F,35,University of Hydraulic Electric Engineering,Support,3.23
Lynna Brandone,Russia,F,22,St. Petersburg State Pediatric Medical Academy,Sales,1.64
Lia Persse,Lebanon,F,42,Matn University,Engineering,0.41
Hanson Bullock,Indonesia,M,48,Universitas Mulawarman,Accounting,3.68
Georgie Benam,Peru,M,27,Universidad Nacional de San Cristóbal de Huamanga,Support,2.73
Jeanine Simnett,Thailand,M,49,"Webster University, Thailand",Marketing,2.56
Ragnar Cristou,France,F,41,Institut Supérieur d'Agriculture Lille,Legal,2.03
Smitty Vasilyevski,China,M,47,Hebei University of Technology,Support,1.56
Giovanna Frossell,United States,M,33,Gordon College,Product Management,0.98
Maribel Schruyers,China,M,42,Shenyang Institute of Chemical Technology,Engineering,1.42
Eleanora Beament,China,M,38,China University of Mining Technology - Xuzhou,Services,2.55
Ronnie Pattison,Indonesia,M,24,Universitas Mataram,Marketing,4.31
Free Redholes,Bulgaria,F,30,"University of Architecture, Civil Engineering and Geodesy",Research and Development,0.58
Caryl Bullan,Switzerland,F,35,University of the Italian-speaking Part of Switzerland,Engineering,0.72
Cathyleen Loxley,Nigeria,M,47,Lead City University of Ibadan,Business Development,1.44
Piggy North,France,M,46,Ecole Supérieure de Commerce de Nantes-Atlantique,Training,4.62
Ferdinanda Anthonies,Czech Republic,F,32,Mendel University of Agriculture and Forestry,Business Development,1.87
Raoul Donald,Honduras,F,48,Universidad de San Pedro Sula,Legal,1.22
Ethel Simmell,China,M,30,Chongqing University of Technology,Accounting,3.48
Siana Dosdell,United States,M,46,Berean University of the Assemblies of God,Sales,2.55
Jaquith Desport,China,M,37,Chongqing Normal University Foreign Trade and Business College,Support,3.99
Adelice Bausor,China,F,38,University of Electronic Science and Technology of China,Business Development,3.69
Sherry Dalston,Thailand,F,24,Phranakhon Si Ayutthaya Rajabhat University,Training,3.41
Yovonnda Van den Velden,Peru,M,20,Universidad César Vallejo,Human Resources,1.1
Zorah Champniss,South Africa,F,50,University of Zululand,Business Development,3.74
Devlen Baud,China,F,30,Shenyang Pharmaceutical University,Product Management,4.95
Mireille Headington,Western Sahara,M,45,Wesleyan University Philippines,Research and Development,1.49
Libbie Lowdeane,Pakistan,M,32,Baqai Medical University,Engineering,0.95
Shepherd Rubury,Madagascar,F,35,Université d'Antananarivo,Engineering,0.03
Helyn McGinty,Poland,M,28,Pedagogical University of Bydgoszcz,Sales,0.68
Jorry Riccelli,Afghanistan,F,45,Afghan University,Training,1.41
Lynnelle Jellico,Belarus,M,36,Gomel State Technical University Pavel Sukhoi,Accounting,4.05
Pebrook Esche,China,F,50,Chongqing Education College,Engineering,4.86
Chuck Suart,China,F,48,Sichuan Normal University,Marketing,2.87
Sydel Parkey,China,F,28,North China Electric Power University,Services,2.2
Frederigo Gelardi,France,F,27,Université de Metz,Legal,4.38
Dianne Leivesley,China,M,21,Neijiang Teacher University,Sales,2.55
Regine Chree,Mexico,M,28,Universidad Tecnológica de México,Marketing,4.88
Genevra McComb,Indonesia,M,39,Universitas Merdeka Madiun,Services,3.94
Lettie Orr,Russia,M,42,"International Banking Institute, St. Petersburg",Research and Development,0.77
Hamnet Winridge,Macedonia,M,33,"University for Information Science and Technology  ""St. Paul The Apostle"" ",Engineering,0.67
Avery Bullerwell,Canada,M,47,"University of Moncton, Edmundston",Services,3.67
Bron Marshalleck,China,F,32,Chinese People's Public Security University,Marketing,1.69
De Banaszczyk,Japan,M,36,Nara University of Commerce,Training,2.05
Darrin Crannach,China,M,32,Jingdezhen China Institute,Support,1.75
Adoree McKiernan,United States,M,27,"National American University, Denver",Services,2.23
Nicole Pavie,Ukraine,F,28,Dneprodzerzhinsk State Technical University,Legal,1.1
Ranice MacConnel,Kazakhstan,M,38,University of International Business,Product Management,4.27
Zoe Dilkes,Canada,M,22,Université du Québec à Montréal,Legal,0.34
Abramo Turfin,Sweden,F,36,Linköping University,Business Development,0.46
Sargent Gooden,Bangladesh,M,49,Jagannath University,Human Resources,0.96
Gay Dineen,United States,F,24,Phillips University,Support,2.76
Misha Harrap,Yemen,F,27,Hodeidah University,Product Management,3.24
Andriana Bisley,China,M,42,Anhui University of Finance and Economics,Marketing,0.83
Toddy Sporton,Macedonia,M,44,St.Cyril and Methodius University,Services,1.06
Zorine Bellward,Netherlands,M,46,Islamic University of Rotterdam,Services,4.56
Ronnie Murfett,France,M,37,Université de Technologie de Troyes,Sales,3.18
Gusty Mattusov,Indonesia,M,44,Universitas Dian Nuswantoro,Sales,3.86
Bryant Shearn,Micronesia,F,21,Utrecht University,Human Resources,1.51
Fair Need,Cameroon,M,20,Bamenda University of Science & Technology,Human Resources,1.85
Truman Farndale,Morocco,F,43,Institute of Management and Business Technology,Human Resources,0.89
Dorita Realff,Czech Republic,M,33,Prague International University,Research and Development,0.93
Abran Buddles,Panama,M,46,Universidad Abierta y a Distancia de Panama,Product Management,0.76
Lisbeth Sturror,Azerbaijan,F,46,Ganja State University ,Support,2.66
Tiphany Tuite,South Africa,F,21,University of North West,Accounting,0.49
Ham O'Meara,Japan,F,43,Nakamura Gakuen University,Training,0.17
Nefen Agutter,China,F,33,Taizhou College,Human Resources,4.92
Mick Gianneschi,United States,M,32,Baker College of Auburn Hills,Business Development,4.74
Nicolais Eixenberger,Indonesia,M,30,Institut Teknologi Sepuluh Nopember,Human Resources,4.19
Joell Baumaier,Ghana,M,25,Regent University College of Science and Technology  ,Services,3.33
Natalya Dicke,China,F,28,Huaihua Medical College,Legal,3.31
Cammy Kobsch,South Sudan,F,48,University of Northern Bahr El-Ghazal,Business Development,3.72
Micheal Moreby,Russia,M,22,Kursk State Technical University,Services,1.49
Bari Sarch,Iran,M,50,"Islamic Azad University, Arak",Accounting,0.05
Andros Hammonds,Peru,M,44,Universidad de Huánuco,Marketing,3.68
Gina Cecchetelli,Sweden,F,23,Stockholm University,Sales,2.89
Carlene Vido,China,F,46,Central Radio and TV University,Research and Development,1.37
Miner Petrak,China,M,30,Southern Medial University,Legal,1.74
Letisha Ogelsby,Russia,M,23,St. Petersburg State Marine Technical University,Engineering,3.65
Ronnica Golthorpp,Republic of the Congo,M,23,University Marien Ngouabi Brazzaville,Support,2.92
Fernandina Chalcraft,Switzerland,M,40,Swiss Management Center,Sales,3.85
Neysa Barczewski,United States,M,28,Jacksonville University,Legal,1.72
Jeremie Sondon,Russia,M,24,Novgorod State University,Engineering,1.77
Alikee Michelmore,Bangladesh,F,33,Leading University,Human Resources,0.96
Aurilia Sansome,China,F,27,Gansu University of Technology,Product Management,1.4
Jonathan Dislee,Philippines,M,45,Mountain View College,Training,2.92
Gustavus Tejada,Philippines,M,36,University of San Jose Recoletos,Support,4.25
Brooke Stallebrass,Czech Republic,M,23,Prague Institute of Chemical Technology,Product Management,0.4
Amity Millthorpe,China,F,30,Xi'an Academy of Fine Art,Business Development,0.8
Alis Turban,Madagascar,M,48,Université d'Antananarivo,Research and Development,2.75
Duke Froude,China,M,38,Jiangsu University of Science and Technology,Accounting,2.85
Breena Curnnokk,Greece,M,27,Technological Education Institute of Athens,Accounting,3.49
Charyl Weekland,Serbia,F,42,Privredna Akademija (Business Academy),Accounting,2.39
Jessee Gierhard,Bosnia and Herzegovina,F,29,Slobomir P Univerzitet,Support,4.18
Tillie Gaylard,Ukraine,F,30,Ukrainian National Forestry University,Accounting,3.44
Laetitia Roofe,Russia,F,43,St. Petersburg State University of Aerospace Instrumentation,Legal,0.33
Tawsha Bould,Philippines,F,35,University of Pangasinan,Engineering,3.09
Drew Queste,Indonesia,M,49,Politeknik Negeri Semarang,Marketing,2.75
Dalli Chattell,Portugal,F,49,Universidade Aberta Lisboa,Engineering,4.99
Dottie Mustarde,China,F,41,Shandong University of Art and Design,Research and Development,4.82
Laverne Detloff,Poland,M,43,Akademia Podlaska,Legal,0.54
Lauri Brissard,Kazakhstan,F,22,East Kazakstan State Technical University,Legal,1.18
Lauretta Tolomelli,Poland,M,23,Gdansk Management College,Engineering,0.74
Fan Simcox,Portugal,F,39,Universidade Internacional Lisboa,Sales,3.32
Cynthie Stening,Ukraine,F,32,Kharkiv State Technical University of Construction and Architecture,Engineering,4.06
Veriee Lenchenko,Russia,M,43,Yakutsk State University,Business Development,1.23
Elie Cargo,Finland,F,32,University of Turku,Product Management,4.47
Bettina Lunam,Japan,M,42,Tama Art University,Sales,0.27
Sidonnie Westberg,Nigeria,M,44,Tai Solarin University of Education,Accounting,3.02
Beverly Cliffe,Democratic Republic of the Congo,F,29,Université Chrétienne Bilingue du Congo,Business Development,3.85
Pablo Peasee,Philippines,F,25,Philippine Military Academy,Marketing,2.8
Grace Caswell,Indonesia,F,41,Universitas Pesantren Darul Ulum Jombang,Training,1.69
Fielding Straughan,China,F,48,Sichuan Fine Art Institute,Legal,3.79
Orly Sear,Peru,M,37,Universidad Privada San Juan Bautista,Marketing,4.93
Brig Margaritelli,Ukraine,F,45,Volyn National University Lesja Ukrainka,Marketing,1.71
Bobbette Imloch,Poland,M,45,Technical University of Poznan,Services,0.98
Emili Langton,Indonesia,F,26,Universitas Tadulako,Training,4.5
Carla Melloy,Greece,M,43,Technological Education Institute of Heraklion,Training,3.65
Engelbert Cornelius,Indonesia,M,44,Universitas Islam Bandung,Human Resources,1.81
Norma Van der Beek,China,M,29,Hohai University Changzhou,Services,0.88
Eustace Featherstonhaugh,Indonesia,F,50,Universitas Lambung Mangkurat,Marketing,3.17
Pauly Lerner,Sweden,M,39,Gotland University College,Product Management,1.54
Fidelia Dachs,Bolivia,M,34,Universidad San Francisco Xavier de Chuquisaca,Product Management,0.96
Novelia Carrivick,China,F,42,Qinghai Radio & Television University,Human Resources,4.72
Antonin Chubb,Brazil,F,49,Universidade Federal do Amapá,Research and Development,4.02
Lyndsay Caldeiro,Russia,F,30,"Russian Customs Academy, Vladivostok Branch",Marketing,0.46
Amby Strood,Saudi Arabia,M,47,Dammam Community College,Engineering,0.97
Andriana Merriman,Sweden,F,35,Jönköping University College of Health Sciences,Engineering,4.88
Merell Schapiro,Philippines,M,47,De La Salle University,Legal,4.19
Alison Bloggett,China,F,21,Northern Sichuan Medical College,Product Management,3.5
Angeline Gluyus,China,F,40,Zhongshan University,Support,1.08
Fernando Yuryshev,Indonesia,F,48,Universitas Kristen Indonesia Tomohon,Services,2.67
Antone Beagin,Indonesia,M,27,Universitas Kristen Maranatha,Legal,3.38
Allis Pennycord,Ukraine,M,48,Crimea State Medical University,Human Resources,2.25
Gerald Pichan,Iran,F,36,"Islamic Azad University, Shahryar",Sales,2.62
Joyce Scamel,Indonesia,M,30,Universitas Indonesia,Research and Development,1.49
Ediva Plait,Indonesia,F,43,Universitas Islam Malang,Accounting,1.9
Robers Renison,Brazil,F,35,Universidade Federal de São Carlos,Research and Development,1.26
Steffane Wadsworth,France,F,32,Ecole Nationale Vétérinaire de Toulouse,Legal,1.71
Florence Furmonger,Brazil,M,33,Universidade Estadual de Ponta Grossa,Services,2.33
Carilyn Clinkard,Japan,F,50,Iwate Medical University,Business Development,1.1
Xenos Fleisch,Indonesia,M,43,Universitas Nasional Pasim,Accounting,0.84
Matilda Thor,Indonesia,M,29,Universitas Ahmad Dahlan,Support,1.62
Quinn Marcq,France,F,40,Université de la Méditerranée (Aix Marseille II),Legal,4.77
Joelle Kilfeder,Philippines,F,49,Holy Angel University,Services,2.38
Roby Pitherick,Indonesia,M,25,Universitas Udayana,Training,0.75
Genna Clark,Peru,F,41,Universidad Nacional José Faustino Sánchez Carrión,Engineering,4.62
Sabina Fryd,China,M,31,Shanghai Lida Polytechnic Institute,Sales,3.14
Anna-diana Tabard,China,F,47,Guangdong Radio & TV University,Marketing,0.14
Jania Woodhams,France,F,29,Institut National Polytechnique de Toulouse,Sales,0.55
Beau Edgworth,China,M,41,Harbin Medical University,Support,3.1
Dorthea Casiero,China,M,41,China University of Geoscience Beijing,Research and Development,1.64
Joel Aherne,United States,F,35,Massachusetts School of Professional Psychology,Engineering,2.33
Benjamen Blaycock,Indonesia,M,50,Universitas Bung Hatta,Accounting,3.95
Cissy Heynen,Sweden,F,41,Jönköping University College of Health Sciences,Product Management,4.12
Mellie Kofax,Ivory Coast,M,40,Université d'Abobo-Adjamé,Research and Development,1.2
Svend MacNeill,Norway,M,32,Norwegian University of Life Sciences,Research and Development,0.66
Madelina Jannasch,Russia,M,42,Samara State University of Teacher Training,Human Resources,1.48
Sally Pride,Finland,M,38,Abo Akademi University,Engineering,1.95
Allyce Alasdair,China,M,42,Central University of Finance and Economics,Training,4.89
Mimi Harly,Cyprus,M,28,European University of Lefke,Legal,0.5
Corty Mithun,France,M,27,Université Paris Nanterre (Paris X),Services,0.39
Gretel Yakubovics,China,F,49,Northwest Normal University Lanzhou,Marketing,0.22
Loutitia Fuzzey,China,M,36,Hubei University,Human Resources,4.29
Isahella Baldini,Jamaica,M,39,University of Technology Jamaica,Services,3.79
Janos Mix,China,M,33,Huaihai Institute of Technology,Services,3.29
Cherice Jaynes,Tunisia,M,24,"Université du Centre, Sousse",Support,3.29
Con Chauvey,China,M,49,Xi'an International Studies University,Product Management,1.28
Olag Oxterby,Ireland,F,31,Dublin Institute of Technology,Product Management,2.9
Tris Soames,China,M,34,Guangdong Polytechnic Normal University,Human Resources,4.62
Alyse Goodacre,Croatia,M,22,Zagreb School of Economics and Management,Legal,0.98
Shea Kernock,Russia,M,21,Nizhny Novgorod State University,Accounting,4.57
Neila Carnock,China,F,30,Hunan Normal University,Human Resources,0.19
Norman Ransley,Vietnam,M,25,Hue University,Training,4.09
Jorrie Kupker,Serbia,M,29,Metropolitan University,Services,2.81
Xena Archanbault,Argentina,F,41,Universidad Nacional de Quilmes,Legal,0.78
Leelah Pattlel,Malaysia,F,45,Merlimau Polytechnic,Marketing,2.14
Temp Wort,Philippines,M,43,Leyte State University ,Support,3.29
Terrell Benedick,China,F,48,Tibet Agricultural and Animal Husbandry College,Engineering,0.9
Jourdan O' Markey,Indonesia,M,40,Universitas Ibn Khaldun Bogor,Sales,2.12
Reggie Wigfall,France,M,30,"British Institute in Paris, University of London",Support,3.98
Elroy Derisly,Canada,M,37,Humber College,Human Resources,3.48
Caryl Hicken,Finland,F,37,Vaasa University of Applied Sciences,Services,4.32
Nelson Rugg,China,M,43,Beijing Normal University,Business Development,0.98
Peirce Meddings,China,M,33,Changchun Teachers College,Research and Development,3.84
Merrielle Skiplorne,Russia,F,24,Kazan State University,Services,3.08
Kristos Steptowe,Venezuela,M,23,Universidad Nueva Esparta,Training,2.1
Crissy Grigorian,Serbia,F,47,Drzavni Univerzitet u Novom Pazaru,Human Resources,4.21
Filia Cathenod,Kazakhstan,M,33,Kazakh British Technical University,Accounting,4.91
Gottfried Petticrow,Bulgaria,F,33,Medical University Plovdiv,Human Resources,4.22
Nelson Caldow,China,M,24,Qingdao University,Human Resources,2.81
Eulalie Gyde,China,M,26,Chongqing University,Sales,1.29
Valeda Jammes,Finland,M,48,Turku School of Economics and Business Administration,Support,4.88
Lonni Colman,China,M,21,Tianjin Polytechnic University,Support,1.89
Adham Mapplethorpe,Palestinian Territory,F,36,Arab American University - Jenin,Research and Development,0.21
Corey Overlow,Costa Rica,M,21,Universidad Fundepos Alma Mater,Product Management,2.69
Stephie Waterhous,Philippines,F,32,University of Manila,Accounting,4.24
Lou Mosby,Indonesia,M,49,Universitas Tidar Magelang,Sales,2.97
Mahmoud Ruckert,Philippines,M,21,Technological University of the Philippines,Marketing,0.63
Rockwell Gonzalvo,Tajikistan,M,45,Tajik National University,Marketing,0.82
Thelma Fairbanks,China,F,39,Xi'an International Studies University,Product Management,4.32
Evy Sanders,Indonesia,M,44,Universitas Sebelas Maret,Legal,1.91
Goddard Baignard,Chad,M,35,Université de N'Djamena,Support,2.06
Killian Ennew,Greece,M,32,Panteios University of Economics and Political Sciences Athens,Product Management,1.17
Mil Houseley,Brazil,M,36,Universidade Veiga de Almeida,Research and Development,0.51
Betsey Sellars,Finland,F,44,South Carelian Polytechnic,Services,1
Jamie Faye,Venezuela,M,41,Universidad Nacional Experimental Romulo Gallegos,Human Resources,2.98
Cara Bridgnell,China,F,29,4th Military Medical University,Legal,1.17
Tonie Dumphrey,Poland,M,39,Technical University of Lublin,Research and Development,0.76
Rory Jans,Ireland,M,48,Dublin Institute of Technology,Product Management,3.36
Walsh Murie,China,M,39,Henan Buddhist College,Training,0.48
Gustaf Lighten,Sweden,M,48,Jönköping University College of Health Sciences,Legal,2.97
Raquela Logesdale,Russia,F,36,Nayanova University,Product Management,0.09
Fanechka Spinella,Venezuela,M,31,"Universidad Nacional Experimental ""Francisco de Miranda""",Product Management,4.57
Gloriane Lidbetter,Iceland,M,50,Iceland University of Education,Sales,0.79
Bette-ann Rottery,Chile,F,48,Universidad Bernardo O'Higgins,Human Resources,0.97
Darci Devany,Guatemala,F,43,Centro Universitario Ciudad Vieja,Legal,1.6
Maridel Flancinbaum,China,M,35,Shanghai TieDao University,Engineering,0.57
Becky Lenard,Nigeria,F,43,Ondo State University of Science and Technology,Legal,2.33
Staci Nolleau,Philippines,F,46,University of Pangasinan,Product Management,3.13
Birgitta Oxtarby,South Africa,M,27,University of Limpopo,Support,2.12
Corrina Pickersail,China,M,36,Fujian University of Traditional Chinese Medicine,Product Management,3.28
Matelda Stutte,Venezuela,F,43,Universidad de Los Andes,Human Resources,0.16
Arnie O'Lenechan,South Africa,M,37,University of Zululand,Human Resources,0.58
Randal Norfolk,Malaysia,F,42,Advance Tertiary College,Business Development,4.2
Glen Davydenko,Indonesia,F,40,Universitas Syiah Kuala,Training,3.97
Lovell Bozier,Brazil,M,34,Universidade Estadual de Ponta Grossa,Research and Development,4.57
Alejandra Whardley,Mexico,F,35,Universidad Pedagógica Veracruzana,Services,3.76
Jethro Sircombe,Philippines,F,22,Mindanao State University - Iligan Institute of Technology,Training,3.75
Lonee O'Corren,Poland,F,42,Technical University of Koszalin,Training,3.85
Rudolph Marney,New Caledonia,F,21,University of New Caledonia,Research and Development,3.62
Ozzy Leek,China,F,45,Shandong University of Triaditional Chinese Medicine,Training,3.39
Brynne Fawlo,China,M,37,Anhui University of Finance and Economics,Support,4.3
Caressa McKeevers,Poland,M,31,Higher School o Business/National Louis University(WSB/NLU) in Nowy Sacz,Services,2.32
Diahann Ribou,Greece,F,50,Technological Education Institute of Epiros,Research and Development,2.01
Merwin Phippard,Latvia,F,27,Latvian Academy of Music,Accounting,1.98
Lyndsie Bourdon,Indonesia,F,39,Universitas Nasional Pasim,Support,2.28
Freddie Hawarden,United States,F,39,Lees-McRae College,Services,2.5
Burke Twinborough,China,M,49,Zhengzhou Grain University,Product Management,3.23
Ferrell Surgen,France,M,27,Ecole Nationale Supérieure du Pétrole et des Monteurs,Product Management,2.58
Abbe Durker,China,M,40,Foshan University,Sales,4.86
Carena Cosby,Thailand,M,37,Phranakhon Si Ayutthaya Rajabhat University,Marketing,3.5
Sidonnie Yesinov,Bulgaria,M,44,Medical University Plovdiv,Sales,0.18
Nilson Wooton,Indonesia,M,35,Universitas Swadaya Gunung Djati,Legal,4.83
Emilee Antonazzi,Mexico,F,24,Universidad Autónoma de Nayarit,Legal,1.85
Kelly Winear,Vietnam,F,42,Ho Chi Minh City University of Natural Sciences,Support,4.46
Allayne McCunn,Indonesia,F,42,Prasetiya Mulya Business School,Human Resources,3.54
Burg Engledow,Peru,M,23,Universidad Nacional Agraria La Molina,Accounting,2.57
Shawnee Girardey,China,M,45,Zhongshan University,Sales,0.46
Lela Zupone,Indonesia,F,40,Universitas Pattimura,Legal,3.46
Ajay Wraighte,China,F,36,Huazhong University of Science and Technology,Training,4.5
Ahmad Carolan,Peru,F,45,Universidad Peruana de Ciencias Aplicadas,Marketing,2.11
Shawn Deporte,Thailand,F,40,Ramkhamhaeng University,Engineering,0.65
Kaitlynn Millions,Brazil,M,30,Universidade Ibirapuera,Human Resources,0.19
Suzann Kehoe,South Africa,F,50,University of Cape Town,Support,4.8
Skippie Richmont,Thailand,F,46,Mahasarakham University,Support,1.97
