Name ,Country ,Sex,Age,University ,Department ,CGPA
Melli Honsch,Portugal,F,46,Universidade de Lisboa,Accounting,0.97
Deva Cuddehay,Philippines,F,26,Centro Escolar University,Business Development,2.76
Nichole Pettwood,Russia,M,46,Yugra State University,Research and Development,2.65
Ilyse Cargon,Portugal,F,28,Escola Superior de Hotelaria e Turismo do Estoril,Human Resources,1
Chandra Tomsu,Russia,M,34,Maxim Gorky Institute of Literature,Sales,2.47
Lesli Nevinson,Yemen,M,42,Hodeidah University,Product Management,0.72
Fidelia Gueste,Indonesia,M,40,Universitas Brawijaya,Engineering,2.46
Abdel Collidge,France,F,24,Ecole Supérieure d'Electronique de l'Ouest,Business Development,2.92
Loreen Evreux,China,F,35,Shanghai University of Science and Technology,Accounting,2.09
Estell Bewsey,South Africa,F,43,Rhodes University,Services,2.69
Kitti Kinnerley,China,F,43,Inner Mongolia Normal University,Training,1.4
Juli Roncelli,France,F,21,Ecole Centrale de Lille,Human Resources,3.13
Ted Taggert,Russia,F,21,Finance Academy,Product Management,4.58
Cam Jorcke,China,M,33,Shihezi University ,Support,4.81
Alejandro Antonovic,Russia,F,44,Stavropol State University,Research and Development,2.68
Waly Redman,Indonesia,F,32,Universitas Diponegoro,Engineering,4.69
Berny Lyster,Myanmar,M,22,Technological University (Lashio),Business Development,4.51
Lorry Bushe,Equatorial Guinea,F,25,Universidad Nacional de Guinea Ecuatorial,Training,0.24
Fairlie Jolland,Philippines,M,33,Saint Paul University,Sales,0.04
Vic Dufour,Malaysia,F,37,"Institute of Teachers Education, Dato' Razali Ismail ",Human Resources,0.71
Aggi Frape,Belarus,M,28,Grodno State Medical University,Sales,4.55
Ailis Shimoni,Poland,F,30,Technical University of Kielce,Marketing,0.2
Romeo Streeten,Brazil,M,48,Universidade Federal de Santa Maria,Product Management,3.5
Weylin Ziemke,Indonesia,M,23,Institut Teknologi Sepuluh Nopember,Services,2.94
Star Feaster,China,F,39,Central South Forestry University,Accounting,0.39
Halley Burtenshaw,Mali,F,32,Université de Bamako,Legal,4.73
Lonnie Leman,Russia,F,48,Bratsk State Technical University,Legal,3.76
Annmarie Neagle,China,M,36,South China University,Business Development,3.75
Ad Giroldo,Vietnam,M,24,Thainguyen University of Agriculture and Forestry,Legal,1.27
Shayna Hinckes,United States,F,32,Antioch University Los Angeles,Support,2.55
Joan Sanderson,Indonesia,F,28,Politeknik Pos Indonesia,Support,4.91
Nickie Summerlie,Macedonia,M,39,St.Kliment Ohridski University,Legal,3.19
Debera Matchett,Poland,M,31,Gdynia Maritime Academy,Services,1.67
Mason Dabel,Greece,F,38,Athens Laboratory of Business Administration (ALBA),Business Development,0.5
Christoper Greenhill,Sweden,F,31,Jönköping University College of Health Sciences,Marketing,3.86
Alastair Dametti,Dominican Republic,F,22,Universidad Agroforestal Fernando A.Meriño,Product Management,4.68
Billy Moulds,Thailand,F,38,Chaopraya University ,Business Development,0.42
Jodi Scrivens,Sweden,F,37,University College of Trollhättan/Uddevalla,Product Management,4.68
Vin Jaze,China,F,34,Qiongzhou University,Sales,2.43
Woody Sibylla,Greece,F,46,Technological Education Institute of Mesologgi,Legal,3.88
Marcile Allner,Indonesia,M,34,Universitas Sanata Dharma,Accounting,3.07
Arron Robjant,Poland,M,44,Technical University of Szczecin,Business Development,0.19
Flemming McDonald,Indonesia,M,24,Universitas Kristen Satya Wacana,Product Management,2.01
Karel Farquhar,Poland,F,25,Catholic University of Lublin,Accounting,3.76
Linoel Gostling,South Africa,M,25,"Central University of Technology, Free State",Business Development,1.08
Anderea Fenner,China,M,22,Heilongjiang August 1st Reclamation University,Training,3.65
Dolf Galego,Russia,M,50,Belgorod State Agricultural Academy,Legal,2.08
Ola Aylesbury,Poland,F,33,Cardinal Stefan Wyszynski University in Warsaw,Marketing,3.34
Cairistiona Gillam,Sweden,M,48,World Maritime University,Research and Development,2.06
Karalynn Burtt,Chad,F,40,Université de N'Djamena,Accounting,1.58
Tobe Mattiessen,Andorra,F,47,University of Andorra,Human Resources,1.07
Piper Genner,Russia,M,23,Moscow Power Engineering Institute (Technical University),Training,2.31
Pauli Murby,Russia,M,41,Cheljabinsk State Institute of Teacher Training,Product Management,4.19
Phillipp Goldster,China,M,32,Chongqing University of Communications,Product Management,4.94
Rayner Levitt,Nepal,F,34,Pokhara University,Human Resources,4.1
Cal Postles,Philippines,F,49,University of Baguio,Human Resources,2.33
Christoforo Wetter,Portugal,M,21,"Instituto de Artes Visuais, Design e Marketing - IADE",Training,3.88
Zora Gerriet,Thailand,F,45,Mahamakut Buddhist University,Engineering,4.14
Chlo Myles,Croatia,M,29,University of Zadar,Human Resources,3.92
Inger Rosebotham,China,M,21,Jingdezhen China Institute,Engineering,3.57
Lotta Smallcomb,Indonesia,F,46,Universitas Muria Kudus,Research and Development,4.93
Lib Sproul,Iran,M,23,"Sharif University of Technology, Kish Campus",Legal,4.24
Phineas Brashier,Philippines,F,39,Adamson University,Product Management,1.19
Estevan Crosfeld,China,F,28,Tibet Agricultural and Animal Husbandry College,Engineering,4.73
Efrem Mollon,Portugal,M,47,Instituto Superior de Ciências Educativas,Accounting,2.92
Dorian Endrighi,Indonesia,F,35,Unitomo Surabaya,Product Management,4.81
Robbert Belin,Indonesia,F,26,Universitas Mercu Buana,Marketing,3.3
Patric Zylbermann,Australia,F,44,University of Newcastle,Sales,0.52
Fons Christophe,China,M,24,Northwest Polytechnical University Xi'an,Business Development,2.68
Jonie Reinhardt,Bhutan,F,25,Royal University of Bhutan,Marketing,3.83
Terrie Whettleton,China,M,27,Communication University of China,Product Management,2.72
Bronson Bartrap,Portugal,F,21,Universidade dos Acores,Legal,1.89
Isabeau Kringe,Russia,M,35,Ivanovo State Power University,Services,4.69
Drake Binham,Bolivia,M,21,Universidad Juan Misael Saracho,Training,4.62
Stephannie Stobbes,Greece,M,30,Technological Education Institute of Kavala,Product Management,3.93
Doyle Copelli,Russia,F,34,Novosibirsk State Medical Academy,Accounting,4.16
Romonda MacCleay,Indonesia,F,24,Universitas Atma Jaya Yogyakarta,Services,4.07
Burnard Petersen,China,F,21,3rd Military Medical University,Product Management,0.66
Maud Iorns,Brazil,M,30,Faculdades Integradas Curitiba,Legal,1.01
Javier Folcarelli,Russia,F,42,International East-European University,Support,3.84
Dwayne Duffree,Denmark,M,31,Royal School of Library and Information Science,Research and Development,2.02
Husain Ruckledge,Slovenia,M,39,University of Maribor,Services,4.02
Barton Jozsa,Czech Republic,F,36,Tiffin University Prague,Product Management,3.72
Ronda Trill,Indonesia,F,28,Universitas Surabaya,Services,2.99
Ly Cobleigh,Czech Republic,F,36,Czech Technical University of Prague,Training,0.39
Donn Wort,Mongolia,M,30,Mongolian State University of Agriculture,Marketing,4.05
Mikkel Stambridge,Afghanistan,F,36,Karwan Institute of Higher Education,Product Management,2.3
Louis Stower,Russia,M,25,Sterlitamak State Pedagogical Institute,Accounting,4.43
Whitney Bamlett,China,M,30,Hebei Medical University,Training,3.62
Granville Bezarra,Brazil,F,34,Universidade Federal de Juiz de Fora,Product Management,4.62
Orella Setch,China,F,33,Yangzhou University,Services,1.88
Rolando Issakov,Palestinian Territory,F,28,University College of Applied Sciences,Services,2.15
Gabbi Easom,China,F,32,Hebei University of Technology,Research and Development,1.67
Derrick Crimp,Portugal,M,42,European University Portugal,Legal,2.21
Remus Guiel,Indonesia,F,31,Universitas Negeri Manado,Engineering,1.5
Izzy Bigglestone,Nigeria,M,24,University of Mkar,Legal,0.18
Nanice Kerfut,Ukraine,F,44,Kharkiv State Transport Technical University,Research and Development,1.78
Caldwell Aubrey,Mexico,M,49,Universidad Anáhuac del Sur,Services,0.47
Rosalinde McClements,Brazil,F,47,Instituto Tecnológico de Aeronáutica,Sales,1.39
Carrissa Wadly,Thailand,F,38,Thammasat University,Sales,1.03
Romy Tomini,Chile,F,34,"Universidad Técnica ""Federico Santa María""",Human Resources,4.05
Dael Giacopetti,Peru,M,38,Universidad Nacional de San Martín,Research and Development,1.78
Dania Freyne,Indonesia,M,23,Universitas Kristen Indonesia,Services,2.24
Petrina Claasen,Venezuela,F,24,Universidad Nacional Experimental Romulo Gallegos,Human Resources,2.19
Rhea McGrirl,Portugal,F,27,Universidade Portucalense Infante D. Henrique,Accounting,1.57
Merell Filyashin,Brazil,F,50,Centro Universitário Plinio Leite,Business Development,0.3
Ryley Gadie,Indonesia,F,35,Universitas Islam Sumatera Utara,Engineering,2.17
Isis Schleswig-Holstein,Indonesia,M,42,Politeknik Negeri Jakarta,Sales,1.44
Dreddy Coltherd,Peru,M,50,Universidad Peruana de Ciencias Aplicadas,Legal,0.87
Merrick Puttick,Mauritius,M,35,University of Technology,Training,0.53
Neils McKinney,China,F,28,Southeast University,Services,1.41
Elwood Hooban,China,F,34,Shenyang Pharmaceutical University,Training,4.62
Tildy Ruecastle,Yemen,F,32,University of Aden,Sales,4.77
Aeriel Thundercliffe,Canada,F,20,Brock University,Research and Development,0.96
Lynelle Geely,Netherlands,F,30,Free University Amsterdam,Accounting,2.85
Carson Delatour,China,M,26,China University of Geosciences Wuhan,Engineering,3.91
Kessiah Peasee,Sweden,F,39,Göteborg University,Training,1.9
Sidney Mallaby,South Africa,F,41,Durban Institute of Technology,Engineering,1.57
Idaline Proudlock,China,M,49,Wuhan Transportation University,Research and Development,0.59
Page Dymott,Philippines,F,45,Ateneo de Manila University,Support,2.94
Tracie Bilbie,Indonesia,F,38,Universitas Paramadina Mulya,Support,4.4
Guthrie Cove,Indonesia,M,28,Universitas Hasanuddin,Engineering,4.32
Betsey Twentyman,Haiti,F,43,Université Notre Dame d'Haïti,Marketing,1.36
Lorry Stranaghan,China,F,28,Shanghai University of Traditional Chinese Medicine and Pharmacology,Services,1.89
Freedman Simpkiss,Estonia,F,42,University of Applied Sciences,Business Development,2.82
Bethina Rois,China,F,31,Gansu University of Technology,Sales,0.29
Ray Gantzman,Venezuela,M,47,Universidad Fermin Toro,Legal,4.79
Abby Riepl,Russia,M,42,Russian Academy of Arts,Sales,2.92
Norine Beardsell,Russia,F,27,Novosibirsk State Agricultural University,Research and Development,1.74
Harald Burmaster,Portugal,F,23,Universidade Nova de Lisboa,Product Management,4.79
Modestine Maplestone,Tuvalu,F,33,Kharkiv State Transport Technical University,Sales,0.15
Ileana Hegge,Indonesia,F,33,Universitas Terbuka Indonesia,Support,2.26
Lucine Greene,Japan,F,48,Kibi International University,Marketing,0.98
Raoul Jakobsson,Poland,F,48,Agricultural University of Lublin,Research and Development,1.26
Ediva Leet,Sweden,M,21,Lulea University of Technology,Marketing,4.81
Chip Polin,China,M,46,Renmin University of China,Product Management,1.87
Susi Spirritt,Guyana,F,50,Greenheart Medical School,Marketing,2.74
Gwyn Hollyman,Russia,M,44,Vaganova Academy of Russian Ballet,Accounting,3.61
Aubrette Flower,Brazil,F,33,Universidade São Marcos,Support,1.35
Portie Coyish,Indonesia,F,31,Universitas Trilogi,Business Development,4.18
Coralie Drakeford,Russia,F,31,Far Eastern State University,Support,4.33
Sibyl Maxwell,Venezuela,F,32,Universidad Fermin Toro,Sales,4.72
Arabele Gauche,Poland,M,25,"Music Academy ""Karol Szymanowski"" in Katowice",Engineering,2.12
Luciano Gatward,Poland,M,28,Technical University of Rzeszow,Training,2.85
Adlai Tysall,Poland,F,24,University of Szczecin,Research and Development,1.68
Elora Swanson,United States,F,45,Indiana University - Southeast,Marketing,3.13
Nan Espinheira,China,F,43,Guangdong University of Foreign Studies,Legal,1.19
Elita Coffelt,Belarus,F,34,Grodno State Medical University,Training,1.53
Neille Goodlife,Russia,M,33,Herzen State Pedagogical University of Russia,Product Management,1.78
Zeb Littleover,Russia,F,44,Moscow Technical University of Informatics and Communication,Sales,2.77
Darcy Rikard,Brazil,F,32,Universidade de Fortaleza,Marketing,3.4
Ilka Meek,Vietnam,F,42,Binh Duong University,Human Resources,0.74
Margret Bowkett,China,F,48,Tibet University of Nationalities,Sales,2.45
Cherin Pinnigar,Kenya,F,50,Maasai Mara University,Business Development,3.47
Gaye Tunnah,Poland,F,24,AGH University of Science and Technology,Product Management,4.44
Sherlocke Skep,China,F,22,Shandong University of Art and Design,Services,2.19
Bernardo Bindin,Indonesia,M,45,Universitas Syiah Kuala,Marketing,1.72
Daffy Manvell,France,F,29,Ecole de l'Air,Training,4.81
Gabbi Fessler,China,M,30,Northeast Normal University,Support,2.08
Daisy Stainburn,Sweden,M,50,Mid-Sweden University,Product Management,4.97
Ramonda Baskeyfield,China,F,41,Qingdao University of Science and Technology,Engineering,3.64
Melly Elliot,Norway,M,44,Norway's Information Technology University College,Support,3.14
Zsa zsa Kelson,Brazil,F,28,Universidade de Ribeirão Preto,Marketing,0.09
Cozmo Mangeot,Indonesia,M,49,Universitas Mulawarman,Marketing,0.62
Rollie Alyutin,China,M,48,Nanjing Agricultural University,Research and Development,4.08
Nathalia Fisher,Japan,F,20,Tsurumi University,Legal,0.71
Carmencita Wear,China,F,38,Hebei Agricultural University,Marketing,1.7
Lanae Pidwell,Indonesia,F,30,Universitas Brawijaya,Research and Development,3.73
Patton Belle,Cuba,F,45,Universidad de Ciego de Avila,Accounting,3.3
Page Chaman,Philippines,M,47,Saint Louis College,Sales,2.78
Brew Goggey,Indonesia,F,45,STMIK Sinar Nusantara,Business Development,4.31
Delmor Scarce,United States,F,22,DePaul University,Marketing,4.02
Marci Salvatore,Canada,M,29,Collège Boréal,Business Development,2.24
Maren Siggin,China,F,40,Chongqing University of Communications,Research and Development,1.78
Shelby Garrals,Bosnia and Herzegovina,M,34,"Univerzitet u Mostaru ""Dzemal Bijedic""",Research and Development,4.29
Daveen Meere,China,F,39,Shandong Normal University,Legal,3.49
Emelda Schimoni,China,F,28,Zhejiang Forestry University,Legal,1.51
Aluino Darkins,Russia,F,27,Moscow International Higher Business School (MIRBIS),Research and Development,1.45
Whittaker Delves,Portugal,M,35,Universidade Autónoma de Lisboa Luís de Camoes,Product Management,4.35
Cloris Malcher,Russia,F,33,Russian Academy of Arts,Business Development,4.66
Sydelle Tussaine,Ukraine,F,39,Odessa National Academy of Food Technologies,Marketing,0.25
Port Volke,New Zealand,M,25,University of Canterbury,Product Management,1.18
Sandie Kohneke,Peru,F,40,Universidad Nacional Pedro Ruíz Gallo,Marketing,3.96
Ervin Colam,China,F,50,Xi'an University of Electronic Science and Technology,Accounting,3.54
Benedict Dummigan,Germany,M,33,Fachhochschule Wedel,Support,2.24
Randie Arp,Indonesia,M,21,Universitas Kristen Petra,Training,0.88
Kissiah Bedbury,Philippines,F,31,Leyte State University ,Support,2.78
Wenda Caldow,Portugal,M,30,Universidade Portucalense Infante D. Henrique,Support,3.29
Dedra Greenless,Brazil,F,27,Universidade Federal do Acre,Legal,4.54
Tine Gapper,Uganda,M,46,Mbarara University of Science and Technology,Product Management,4.45
Yoko Dunford,Thailand,M,28,"Rajamangala University of Technology, Lanna Chiang Rai",Legal,3.07
Elisha Allingham,United Kingdom,M,21,University of Glasgow,Business Development,3.36
Moshe MacMenemy,Norway,F,32,University of Stavanger,Human Resources,0.87
Edan Stevings,Poland,M,43,Academy of Economics in Wroclaw,Research and Development,4.66
Sterling Mounter,Indonesia,F,24,Universitas Brawijaya,Services,4.18
Zarah Bibb,Russia,M,40,Omsk State Technical University,Training,2.18
Brandtr Petkovic,Ukraine,M,48,Uzhgorod National University,Training,1.5
Joell Timcke,Greece,F,35,University of Crete,Research and Development,1.41
Karie Greve,Russia,M,40,Moscow State Textile University A.N. Kosygin,Support,4.65
Gwenneth Fadian,Greece,M,42,Dimocritus University of Thrace,Human Resources,0.89
Boyd Elsmore,Portugal,M,36,Instituto Superior de Informática e Gestão,Legal,2.69
Lanae Glencrosche,Seychelles,F,29,University of Seychelles - American Institute of Medicine,Sales,0.06
Caron Iddiens,Brazil,F,37,Universidade Castelo Branco,Research and Development,4.66
Bathsheba Purselowe,United States,F,47,University of Texas Medical Branch Galveston,Engineering,3.6
Mandi Whiteley,Chile,M,50,Universidad de Santiago de Chile,Sales,1.29
Rogers Cowdrey,Indonesia,F,27,Universitas Nusa Cendana,Support,0.07
Arnuad Muldoon,Poland,F,48,AGH University of Science and Technology,Accounting,1.43
Moll Hothersall,Colombia,F,42,Universidad Católica del Oriente,Research and Development,2.97
Vivianna Cherry,Russia,F,31,St. Petersburg State Conservatory,Marketing,0.4
Judy Napier,China,M,50,Central University for Nationalities,Services,3.57
Kacie Deinert,United States,M,22,William Penn College,Marketing,1.18
Jonah Rumming,Japan,M,38,Kyushu Institute of Design,Services,4.93
Nicki Cradduck,Ukraine,M,34,Kiev School Of Economics,Legal,2.24
Donovan Wahncke,Sweden,F,31,World Maritime University,Legal,1.25
Robinson Hackelton,Portugal,M,42,Universidade de Lisboa,Human Resources,3.89
Redford Rubinovici,Palestinian Territory,M,36,Bethlehem University,Engineering,2.91
Kylie Ruter,Pakistan,F,25,University of Central Punjab,Support,4.72
Matilde Coleby,France,F,37,Conservatoire National des Arts et Métiers,Research and Development,0.95
Tana Haldene,China,F,32,Nanjing University of Chemical Technology,Business Development,2.36
Orelle Phifer,China,M,43,Wudanshan Taoist College ,Support,1.82
Cob Colvill,Indonesia,F,38,Universitas Mataram,Human Resources,3.37
Sigmund Hembling,China,F,36,Nanjing University of Chemical Technology,Legal,0.78
Broddie Scathard,Brazil,F,33,Universidade Federal de Mato Grosso,Training,4.55
Corny Jodrelle,China,F,41,Beijing Information Science and Technology University,Engineering,0.82
Filippa Smeeth,Indonesia,F,37,Institut Teknologi Telkom,Legal,2.74
Courtnay Kindall,Sweden,F,23,Lulea University of Technology,Sales,1.98
Mame MacGregor,Japan,F,24,Kogakuin University,Training,0.84
Blinny Haggus,Armenia,F,32,Russian-Armenian (Slavonic) State University,Engineering,1.15
Fionnula Denys,South Korea,M,31,Samchok National University,Research and Development,4.49
Ivar Scullion,Italy,M,42,University of Ferrara,Marketing,4.69
Wallas Breed,Guatemala,F,34,Universidad del Istmo,Legal,1.3
Mariquilla Fookes,Brazil,F,36,Universidade do Estado do Rio de Janeiro,Product Management,4.57
Harry Caillou,France,M,29,Ecole Nationale Supérieure d'Arts et Métiers de Paris,Support,3.47
Cassandre Hartop,Ecuador,F,50,"Universidad Técnica de Esmeraldas ""Luis Vargas Torres""",Product Management,4.62
Garald McCann,Czech Republic,F,43,University of West Bohemia,Training,4.07
Beryl Prozescky,Peru,F,33,Universidad de Chiclayo,Support,3.51
Emmie Shayes,Canada,F,45,College of New Caledonia,Research and Development,4.12
Janeva Sygroves,Brazil,F,21,Universidade Federal do Paraná,Engineering,1.94
Douglas Ortiga,Ethiopia,F,33,Jigjiga University,Engineering,2.38
Barn Cornbell,China,M,38,Tianjin University of Technology,Research and Development,1.02
Carny Collinge,Mexico,M,37,Universidad Autónoma Metropolitana - Iztapalapa,Sales,2.1
Prentice Sargent,United States,M,47,Cornell University,Training,3.41
Jordanna Gasker,Philippines,F,36,University of Northeastern Philippines,Sales,0.78
Almeda Gibbard,Indonesia,M,39,Universitas Pekalongan,Human Resources,4.61
Pippo Chitham,Czech Republic,F,38,Masaryk University,Product Management,0.29
Arnuad Mushrow,Argentina,M,20,Universidad Católica de Salta,Product Management,1.5
Peadar Clipston,Ukraine,M,34,Ukrainian Academy of Banking,Support,1.44
Chicky Clayfield,Greece,M,39,American College of Thessaloniki,Support,4.59
Staci Stoop,Japan,F,50,University of Electro-Communications,Services,0.65
Walker Grigg,Japan,M,37,Ehime University,Human Resources,0.52
Malory Phlippi,Tanzania,M,34,Kilimanjaro Christian Medical College,Business Development,1.25
Marta Yvon,Slovenia,M,25,University of Primorska,Services,4.29
Rebecka Normanvill,Laos,F,49,Soutsaka Institute of management and Technology,Services,3.64
Maximilien Broseman,United States,M,26,Savannah College of Art and Design,Accounting,1.45
Margaretta Skyner,Honduras,M,22,Universidad Tecnológica de Honduras,Product Management,4.46
Damian Belvin,China,F,43,Qinghai University,Services,0.95
Stern Pettus,Honduras,M,20,"Universidad Pedagógica Nacional ""Francisco Morazán""",Sales,3.27
Gerri Earnshaw,Brazil,M,22,Universidade Salgado de Oliveira,Human Resources,2.48
Talia Glasbey,South Africa,M,35,University of North West,Support,1.69
Lina Caskie,China,M,34,Chinese People's Public Security University,Marketing,1.82
Killy Vellacott,Czech Republic,F,23,"Academy of Performing Arts, Film and TV Fakulty",Services,1.88
Thoma Yakebovitch,Sweden,F,43,Stockholm Institute of Education,Research and Development,4.69
Vinny Raft,Cameroon,M,43,Université de Dschang,Human Resources,2.49
Shurlock Adnet,Philippines,F,39,University of the Cordilleras,Training,2.54
Giacinta Marco,France,F,35,Ecole Française d'Electronique et d'Informatique,Human Resources,4.39
Rudolfo Havelin,Philippines,F,43,"De La Salle University, Araneta",Services,0.51
Korey Trotter,Canada,F,41,Kingston College,Support,3.72
Gaultiero Carneck,Sweden,F,36,Linköping University,Product Management,2.94
Shandy Cinelli,South Africa,M,39,University of Stellenbosch,Services,1.04
Sergeant McGawn,China,F,25,Tongji Medical University,Engineering,0.5
Koo Tansey,China,M,25,University of Hydraulic Electric Engineering,Support,0.47
Eden Scardafield,Poland,M,27,Academy of Humanities and Economics in Lodz,Legal,0.91
Kizzie Doctor,Poland,M,42,Aleksander Gieysztor School of Humanities in Pultusk,Research and Development,0.72
Vin Shirley,Venezuela,M,21,Universidad Gran Mariscal de Ayacucho,Research and Development,2.55
Laurella Soames,Greece,F,39,Ionian University Corfu,Engineering,3.95
Morie Breakspear,Serbia,M,26,University of Nis,Legal,4.4
Brendan Ritzman,France,M,38,Ecole Supérieure d'Ingénieurs en Electronique et Electrotechnique,Support,0.24
Rog Edinboro,China,M,32,Shanghai Customs College,Marketing,3.65
Sissy Neasam,Russia,M,20,National Research University of Electronic Technology,Human Resources,0.24
Corette Delamar,Ecuador,M,42,Universidad Casa Grande,Training,4.37
Amandie Gyrgorcewicx,Indonesia,F,24,Universitas 17 Agustus 1945 Cirebon,Support,2.3
Anjanette Lamplough,Canada,M,29,Huron University College,Engineering,2.32
Charlena Esh,South Korea,F,25,Changwon National University,Training,4.61
Anastassia Caccavale,China,M,27,Southern Medial University,Research and Development,1.71
Kristi Djekovic,Indonesia,M,41,Universitas Merdeka Madiun,Marketing,2.65
Meta Becaris,Indonesia,F,38,Universitas Islam Syekh-Yusuf ,Business Development,1.92
Beitris Knowlys,China,F,34,Chongqing Telecommunication College,Services,3.6
Lilli Roelvink,Russia,F,33,Vaganova Academy of Russian Ballet,Legal,2
Travers Booth,Russia,M,25,Vladivostock State University of Economics,Sales,2.78
Cristen Laws,China,F,50,Zhejiang Sci-Tech University ,Services,2.22
Cornela Olver,China,F,27,Yan Shan University,Research and Development,0.64
Marietta Gavozzi,Bulgaria,M,21,American University in Bulgaria,Sales,2.7
Gerek Niesegen,China,M,24,Guizhou Normal University,Sales,3.18
Steffi Whannel,China,F,48,Nanjing University of Economics,Sales,2.26
Daisi Raraty,China,F,35,Anhui Normal University,Research and Development,3.82
Ellswerth Broske,Russia,F,25,Moscow Power Engineering Institute (Technical University),Support,4.13
