Name ,Country ,Sex,Age,University ,Department ,CGPA
Josiah Thurstan,Ivory Coast,M,50,Université d'Abobo-Adjamé,Business Development,0.55
Bonita Pellant,China,M,26,Ocean University of China,Legal,1.92
Christabel Brixey,China,M,43,Gansu Agricultural University,Human Resources,2.94
Modesta Dyett,Russia,F,43,Astrakhan State University,Sales,3.17
Sanders Featherston,Peru,F,22,Universidad de Huánuco,Business Development,3.93
Lily Uwins,Uganda,M,28,Nkumba University,Research and Development,1.29
Dex End,Turkmenistan,F,35,International Turkmen Turkish University,Marketing,4.28
Eadmund Roony,United States,F,21,Mount Sinai School of Medicine,Research and Development,0.86
Faulkner McGuigan,Canada,F,31,Huron University College,Services,0.29
Arleyne Piell,Philippines,F,31,Saint Ferdinand College,Research and Development,4.03
Shay Toft,China,F,42,Dalian Medical University,Human Resources,2.96
Ross Pummery,Mexico,M,43,"Universidad Autónoma Agraria ""Antonio Narro""",Training,1.29
Barbette Sammon,Sweden,M,42,Umea University,Training,1.64
Alley Keir,Ukraine,M,30,Kharkiv State Medical University,Engineering,1.09
Michale Kuhn,Tajikistan,F,47,Tajik Agrarian University,Services,0.84
Roana Boorman,Dominican Republic,F,22,Universidad Autónoma de Santo Domingo,Research and Development,1.46
Adham Page,Indonesia,M,20,Universitas 17 Agustus 1945 Semarang,Engineering,1.28
Twila Cordeux,China,F,38,Zhengzhou University of Technology,Marketing,3.12
Timothee Thornber,Colombia,M,37,Universidad Central,Services,2.57
Suzann Sarfat,Portugal,F,22,Instituto Piaget,Product Management,2.35
Ingemar Pressdee,China,M,26,Guangxi University for Nationalities,Marketing,3.49
Wylie Soitoux,Poland,M,27,Technical University of Opole,Sales,2.46
Gratiana Tieman,Indonesia,M,24,Universitas Andalas,Human Resources,2.87
Packston Davidescu,China,F,43,Chengdu University,Product Management,0.88
Shannon Reddick,Democratic Republic of the Congo,F,24,Université Kongo,Human Resources,0.8
Kendricks Finey,Indonesia,F,30,Politeknik Negeri Sambas,Accounting,1.71
Betta Liddy,Philippines,F,36,Silliman University,Business Development,1.34
Glynnis Henfre,China,M,23,Zhongnan University of Economics and Law,Sales,3.73
Sherill Millican,China,M,43,Ningbo University of Technology,Research and Development,3.74
Hattie Woollin,Peru,F,26,Universidad de Lima,Engineering,1.03
Georgette Fotherby,Brazil,F,41,Universidade de Marília,Training,2.69
Barn Andryushin,France,F,26,Ecole des Hautes Etudes Commerciales du Nord,Research and Development,1.32
Kev Iori,Russia,M,24,Russian State University for the Humanities,Marketing,0.09
Dacia Lippini,Tunisia,M,46,Université Libre de Tunis,Business Development,4.11
Samaria Bittleson,Netherlands,M,28,University of Groningen,Support,3.18
Joleen Edeson,Indonesia,M,23,Politeknik Pos Indonesia,Engineering,2.16
Adriena MacWhan,China,M,45,Capital Normal University,Sales,4.32
Lauree Beynke,Ecuador,M,49,Universidad Técnica de Manabí,Legal,3.02
Hewitt Kevane,Sweden,M,48,Lund University,Human Resources,4.26
Flemming Fermor,Dominican Republic,M,25,Universidad Odontológica Dominicana,Accounting,2.35
Zonnya Offer,China,M,35,Zhongnan University of Technology,Training,1.31
Walden Jedrasik,New Zealand,M,39,Auckland University of Technology,Research and Development,1.17
Chantalle Gurwood,Canada,M,49,British Columbia Institute of Technology,Marketing,1.7
Lindsey Doley,Poland,F,29,Technical University of Poznan,Support,0.98
Patrice Meaddowcroft,Palestinian Territory,M,31,Birzeit University,Legal,3.87
Galen Acres,China,F,48,China University of Mining Technology - Beijing,Marketing,4.5
Chelsey Babbs,Russia,F,33,Samara State Academy for Railway Transportation,Marketing,3.33
Minor Allewell,China,M,30,Tianjin Medical University,Marketing,1.29
Ezechiel Thurston,China,M,46,Shandong Normal University,Legal,2.44
Forest Tatlowe,Iraq,M,40,Al Mamon University College,Human Resources,4.83
Elvira Goseling,Morocco,F,30,Université Abdelmalek Essadi,Marketing,4.09
Cicily Cunningham,China,M,49,Wuhan University,Business Development,4
Izzy Guiducci,Philippines,M,33,University of Mindanao,Sales,3.68
Anetta Cockitt,Greece,F,39,Technological Education Institute of Athens,Training,3.43
Cleavland McKernan,France,M,39,Ecole Française d'Electronique et d'Informatique,Marketing,1.46
Sandro Sprosson,Palestinian Territory,M,38,Al-Azhar University of Gaza,Engineering,0.67
Ad Luckes,Malaysia,F,46,International Islamic University,Services,2.44
Ailina Brodhead,Venezuela,M,50,"Universidad Nacional Experimental ""Rafael Maria Baralt""",Research and Development,1.5
Claiborne Tippler,Colombia,M,33,Universidad de Antioquía,Business Development,0.79
Helge Lomis,Malawi,M,31,Catholic University of Malawi,Research and Development,3.65
Kamila Chellam,China,F,33,National University of Defense Technology,Product Management,1.87
Dominga Bensley,Indonesia,M,50,Universitas Janabadra,Legal,0.49
Noland Coton,Russia,F,48,Yaroslavl International University of Business and New Technologies,Sales,4.63
Gar Sturton,Japan,M,48,Kwansei Gakuin University,Product Management,1.71
Shandee Wickmann,United Kingdom,F,45,University of Sunderland,Training,0.56
Augusto Kipping,China,M,33,Capital Normal University,Accounting,2.55
Lolita Tonkinson,Palestinian Territory,F,40,Hebron University,Accounting,1.31
Kinnie Rois,China,F,33,China University of Mining Technology - Beijing,Business Development,1.05
Kerry Short,Indonesia,F,38,Universitas Merdeka Malang,Business Development,4.29
Chelsy Peeters,China,M,33,Shanghai Dainji University,Accounting,2.52
Alfred Spavins,Russia,F,20,Novgorod State University,Support,0.6
Tiffie Byllam,Russia,F,27,Volgograd State University of Architecture and Civil Engineering (VolgGASU),Sales,2.85
Dorolice Bruno,Philippines,M,46,University of the Cordilleras,Accounting,4.71
Letta Dincke,Russia,M,25,Vyatka State Pedagogical University,Engineering,2.94
Tierney Pifford,Netherlands,M,49,Hogeschool Leiden,Research and Development,0.45
Dunstan Kinkaid,Croatia,F,26,University of Split,Human Resources,0.38
Corrie Warrack,Sri Lanka,F,43,Eastern University of Sri Lanka,Human Resources,4.01
Clement Lohoar,China,F,22,Suzhou University,Support,1.62
Skye Raimbauld,China,F,38,Shanghai Lida Polytechnic Institute,Sales,4.8
Andrei Kinchlea,Portugal,M,44,Universidade da Beira Interior,Support,3.04
Andris Grubey,Venezuela,F,27,Universidad José Maria Vargas,Accounting,0.44
Kimbell Carbry,China,M,37,Tibet Tibetan Medical College,Research and Development,4.67
Garek Brobyn,Peru,M,27,Universidad Nacional de Piura,Training,4.87
Demetrius McMackin,Russia,F,21,Ryazan State Pedagogical University,Support,0.98
Burr Kealey,Portugal,M,49,Escola Superior de Artes e Design,Product Management,1.65
Karna Maypowder,South Korea,M,35,Dongseo University,Support,3.42
Eunice MacConnulty,Argentina,F,23,Universidad Atlantida Argentina,Accounting,1.98
Joane Arnaldi,Indonesia,M,50,Universitas Jayabaya,Training,3.39
Marcellus Izakov,Belarus,M,33,Belarussian National Technical University,Sales,2.35
Marlane Dan,Vietnam,F,30,RMIT International University Vietnam,Human Resources,0.98
Ingrim Langelay,Myanmar,F,20,Technological University (Myitkyina) ,Business Development,3.5
Mala Paulsen,France,M,29,Ecole Nationale Vétérinaire de Lyon,Training,4.42
Stephine Maloney,Uganda,M,42,Bugema University,Research and Development,4.47
Hoebart Juszkiewicz,China,F,43,Heilongjiang University,Product Management,0.45
Dredi Raymen,China,M,42,Central Radio and TV University,Engineering,0.71
Kelvin Ogus,Russia,F,32,Moscow State University M.V. Lomonosov,Sales,0.7
Bernard Pandie,Indonesia,F,50,Institut Sains & Teknologi Akprind,Services,4.03
Chester Laurand,Indonesia,M,39,Institut Teknologi Sepuluh Nopember,Business Development,2.69
Roscoe Bolte,Philippines,F,49,University of the Visayas,Product Management,2.43
Austen Pieracci,Ukraine,M,45,National Taras Shevchenko University of Kiev,Training,0.71
Konstanze Hemshall,Vietnam,M,46,Can-Tho University,Training,3.03
Kessiah Menco,Thailand,F,40,"Rajamangala University of Technology, Phra Nakhon",Human Resources,3.92
Stephanus Lavallie,Czech Republic,M,41,Anglo-American University,Research and Development,4.8
Kale Zamora,South Africa,F,44,University of Pretoria,Human Resources,3.94
Nicola Malyan,Tanzania,M,20,Tumaini University - Iringa University College,Sales,4.76
Juline Dran,Sweden,F,48,Uppsala University,Business Development,4.51
Bob Beddall,Portugal,M,36,Instituto Superior de Paços de Brandão,Sales,4.14
Chalmers Antonowicz,Namibia,F,42,Ilsa Independent College,Research and Development,3.19
Inessa Narraway,Peru,M,40,Universidad Ricardo Palma,Research and Development,2
Arabela Le Jean,Philippines,M,43,Ateneo de Naga University,Marketing,4.93
Raimund Delaney,Honduras,M,47,Universidad Nacional Autónoma de Honduras,Engineering,0.97
Minnnie Fronczak,Syria,M,39,Arab European University,Human Resources,0.66
Avivah Brechin,Philippines,F,40,"De La Salle University, Araneta",Product Management,0.56
Lowell Niven,Indonesia,F,35,Politeknik Negeri Jakarta,Research and Development,2.18
Kali Gwalter,Nigeria,F,39,The Achievers University,Support,2.47
Lanita Pharrow,Sweden,M,23,Lulea University of Technology,Support,4.39
Rudie Iddens,Bosnia and Herzegovina,F,29,International University of Sarajevo,Human Resources,2.91
Leo Fyfield,Indonesia,M,23,Universitas Muhammadiyah Mataram,Business Development,4.04
Everard Simcock,Russia,F,45,Cheljabinsk University of Agricultural Engineering,Marketing,4.6
Alonso Brophy,China,M,27,Zhanjiang Ocean University,Marketing,0.85
Darya Blinco,Colombia,M,35,Universidad Externado de Colombia,Accounting,3.51
Letisha Streak,Greece,M,22,Harokopio University,Support,3.91
Gunar Woolf,China,F,36,Guangdong University of Foreign Studies,Services,3.74
Hayes Deinhard,Philippines,F,31,University of the Immaculate Conception,Marketing,0.9
Randee McCord,Vietnam,M,25,Posts & Telecommunications Institute of Technology,Product Management,4.29
Kata Berthelet,Indonesia,M,42,Universitas Muslim Indonesia,Human Resources,3.34
Markus Keys,Russia,F,46,Ural State Academy of Railway Transport,Sales,3.86
Maddy Aylward,Ireland,M,46,University of Limerick,Accounting,4.25
Lanny Gibbe,Vietnam,F,30,Ho Chi Minh City University of Natural Sciences,Legal,4.72
Nicolea Tegeller,Indonesia,M,34,Universitas Mercu Buana,Business Development,2.95
Fabiano Chidler,Thailand,M,26,Chiang Mai Rajabhat University,Legal,1.51
Dedra Hendriksen,Costa Rica,F,50,Universidad para la Cooperación Internacional,Training,3.93
Darci Sigg,Indonesia,F,48,Universitas Jayabaya,Accounting,0.39
April Armor,Brazil,F,24,Universidade Salvador,Services,4.3
Aretha Goathrop,Japan,F,27,Fukuoka University of Education,Sales,3.85
Dwight Spurnier,China,M,29,Urumqi Vocational University,Engineering,1.19
Derwin Reisin,China,F,37,The University of Nottingham Ningbo China,Human Resources,3.72
Nalani Bangley,Philippines,F,47,University of Southern Mindanao,Sales,4.25
Nealy Jenken,Czech Republic,M,27,University of West Bohemia,Support,2.91
Harcourt Springle,China,M,31,Beijing Sport University,Research and Development,1.69
Kristo Hobbema,Vietnam,M,44,Ho Chi Minh City University of Economics,Accounting,1.63
Yul Nuccii,North Korea,M,31,Pyongyang University of Science and Technology,Engineering,0.1
Nari Theis,Philippines,F,40,University of Cebu,Marketing,4.77
Tulley Dusting,Vietnam,F,38,Hanoi National Economics University,Product Management,1.64
Gillie Sara,Uzbekistan,F,36,Tashkent Pharmaceutical Institute,Training,1.57
Faina Urlich,China,M,43,Tianjin University of Technology,Legal,0.27
Ric Ringrose,Russia,F,47,Kemerovo State University,Engineering,3.46
Carline Cantero,Argentina,M,23,Universidad Nacional de Rosario,Marketing,0.63
Linn Sopper,Japan,F,38,Nara University,Engineering,2.02
Harper Simes,Philippines,F,34,Angeles University,Accounting,0.24
Walsh Giannasi,China,M,32,Shanghai Television University,Services,4.35
Wayne Cogle,Afghanistan,M,48,Takhar University,Product Management,4.43
Gerry MacQuist,Indonesia,M,38,Universitas Kristen Indonesia Tomohon,Marketing,1.04
Dell Mixer,Indonesia,F,30,Universitas Sanata Dharma,Sales,4.36
Heather Minithorpe,Estonia,M,20,Tallinn University,Human Resources,2.83
Nicoli Lornsen,Indonesia,F,20,Universitas Islam Syekh-Yusuf ,Business Development,0.15
Marlyn Viant,Poland,M,36,Ludwik Solski State Academy of Theatre in Cracow,Support,3.79
Donall Beane,Greece,F,29,Athens School of Fine Arts,Services,0.21
Betta Coyte,Philippines,M,32,"University of the East, Ramon Magsaysay Memorial Medical Center",Human Resources,3.81
Veradis Errigo,China,M,43,Renmin University of China,Training,0.94
Elise Hischke,Sweden,F,39,Nordic School of Public Health,Product Management,2.84
Sula Putman,China,M,33,Wudanshan Taoist College ,Marketing,0.4
Gisella Boutellier,Cuba,F,27,Universidad de La Habana,Accounting,0.15
Garner Mouatt,Ukraine,F,45,Zaporizhzhe National Technical University,Sales,3.63
Yuma Villar,China,F,44,Emeishan Buddhist College,Product Management,2.38
Onfre Sakins,Sweden,F,46,Växjö University,Services,0.29
Drugi Ingle,Indonesia,F,40,Universitas Kristen Petra,Human Resources,0.4
Valera Habbergham,China,F,28,Zhongnan University of Technology,Support,1.42
Enrichetta Douty,Pakistan,F,29,Planwel University,Research and Development,2.48
Standford Rollingson,Philippines,F,31,Silliman University,Services,1.67
Hughie Dyers,Brazil,M,46,Universidade do Extremo Sul Catarinense,Business Development,4.21
Erik Lecount,China,F,23,Tianjin Open University,Sales,3.72
Tiphanie Koppen,Nepal,F,22,B.P.Koirala Institute of Health Sciences,Product Management,3.49
Jilli Glison,Russia,F,31,Belgorod State Agricultural Academy,Marketing,0.34
Ervin Phipps,Poland,M,47,Andrzej Frycz Modrzewski Cracow College,Marketing,1.11
Abbey Ashment,Russia,M,42,Kazan State Pedagogical University,Legal,0.54
Hinda Labrone,China,M,27,Guangzhou Academy of Fine Art,Engineering,1.74
Ethyl Batters,Italy,M,26,Istituto Universitario di Studi Superiori,Accounting,3.19
Ronalda Gentery,China,F,31,Capital University of Economics and Business,Accounting,0.84
Joann Thridgould,Venezuela,M,46,Universidad Centro Occidental Lisandro Alvarado,Business Development,2.01
Lazarus Robke,Indonesia,F,34,Universitas Gajayana Malang,Business Development,4.51
Maudie Goudge,Colombia,M,20,Universidad ICESI,Support,3.59
Lamond Heyward,United States,F,30,Texas A&M International University,Product Management,4.88
Doro O'Farris,China,F,22,Anhui Technical College of Water Resources and Hydroelectric Power,Sales,4.73
Mela Brecon,Ukraine,M,29,Ukrainian Academy of Banking,Support,3.87
Curt Jaffra,Indonesia,F,30,Universitas Wijaya Kusuma Surabaya,Research and Development,3.09
Philis Kilroy,Indonesia,F,22,Universitas Indonesia,Support,0.18
Rhoda Surcombe,China,F,48,Tianjin Open University,Product Management,2.39
Gillie Tufts,Canada,M,31,Concordia University,Sales,1.76
Lola Venney,Indonesia,F,28,Universitas Dr. R. Moestopo,Legal,1.16
Bennie Oakden,Mexico,F,32,Universidad Autónoma de San Luis Potosí,Training,2.08
Marshall Ceschi,Brazil,F,39,Universidade Estadual do Ceará,Business Development,4.43
Ardisj Frediani,North Korea,M,27,Pyongyang University of Science and Technology,Training,3.59
Ken Boarleyson,Serbia,M,36,Singidunum University,Product Management,1.84
Raimondo Bales,Poland,M,29,"Physical Education Academy ""Jozef Pilsudski"" in Warsaw",Business Development,4.09
Happy Hartzog,Portugal,F,30,Universidade Lusiada,Accounting,2.93
Winona Abbett,Mexico,M,29,Universidad de San Miguel,Product Management,3.52
Fax Salvage,China,M,29,East China Jiao Tong University,Services,1.82
Shelagh Tomes,Malaysia,M,36,YPC-iTWEB College,Marketing,3.94
Deidre Kirkbright,China,F,24,Ningxia Medical College,Product Management,2.46
Haley Jeannenet,Bosnia and Herzegovina,M,29,University of Sarajevo,Business Development,1.44
Cherie Amberg,China,F,33,Lanzhou University,Accounting,4.52
Odele Gaudon,Sweden,F,37,Växjö University,Services,4.27
Germaine Thomazet,Russia,F,43,Moscow Power Engineering Institute (Technical University),Business Development,3.43
Cass Duker,Albania,F,44,University “Pavaresia” Vlore,Support,0.81
Hiram Sutherby,Indonesia,F,44,Universitas Muhammadiyah Jember,Business Development,4.78
Olga Waller,France,M,35,American Graduate School in Paris,Accounting,0.91
Dorelia Jurges,Uzbekistan,F,32,Nukus State Teachers Training Institute,Marketing,0.37
Grady Parren,China,M,32,Wuhan Transportation University,Accounting,0.15
Florenza Westhofer,Costa Rica,M,36,Universidad Hispanoamericana,Services,3.94
Murvyn Dounbare,Netherlands,F,48,University of Groningen,Accounting,3.06
Pru Leare,Norway,M,36,Norway's Information Technology University College,Accounting,0.78
Travers Doxey,China,M,22,Southwest Jiaotong University,Legal,3.58
Carroll Bartoli,Guatemala,F,23,Universidad del Istmo,Research and Development,3.75
Mack De L'Isle,Egypt,F,38,Sadat Academy for Management Sciences,Services,0.46
Adrian Kidman,Honduras,M,29,Universidad Tecnológica de Honduras,Sales,2.94
Artur Kilbourne,Cambodia,M,26,Royal University of Phnom Penh,Marketing,0.37
Talbot Beavan,Canada,M,21,"University of Toronto, Mississauga",Training,1.9
Galina Regenhardt,Gabon,M,48,Université Omar Bongo,Engineering,3.49
Caroline De Micoli,Mexico,F,36,Universidad Autónoma de Nuevo León,Sales,1.56
Allina McGuirk,Sweden,F,20,University College of Trollhättan/Uddevalla,Services,3.01
Tabbitha Glentz,Russia,F,45,Russian State Medical University,Research and Development,2.63
Marabel Greenroa,China,M,41,Guangzhou University of Traditional Chinese Medicine,Services,3.97
Lorens Artinstall,Argentina,F,29,Universidad de Congreso,Engineering,2.64
Lorine Mantrip,Philippines,F,40,Arellano University,Sales,4.45
Melisandra Guilliatt,China,F,38,Shihezi University ,Legal,4.07
Avictor Greig,Afghanistan,F,32,Aria Institute of Higher Education,Product Management,2.36
Bernadina Frissell,Venezuela,M,24,"Universidad Nacional Experimental ""Rafael Maria Baralt""",Sales,4.26
Alexei Fallens,Thailand,M,48,International Buddhist College,Research and Development,2.76
Elisa Dirr,Philippines,M,38,Mindanao State University - Iligan Institute of Technology,Support,3.92
Adams Colvie,China,M,44,Shanghai Institue of Foreign Trade,Support,4.38
Joanna Claypole,Philippines,M,24,Manila Central University,Services,4.64
Benton Rekes,Palestinian Territory,M,50,Arab American University - Jenin,Research and Development,2.06
Burnaby Risbrough,China,M,29,Wuhan University of Hydraulic and Electric Engineering,Accounting,0.51
Gustie Oxton,Norway,F,24,Molde University College,Sales,0.71
Bentley Kemble,Indonesia,F,28,Universitas Gadjah Mada,Product Management,4.01
Tanner Kingswold,Cambodia,M,29,Zaman University,Marketing,1.6
Woodman Bedward,Afghanistan,M,48,Badakhshan University,Services,2.21
Merv Bluschke,Russia,F,21,Novosibirsk State Agricultural University,Accounting,0.34
Stillmann Kenworthy,Poland,F,33,Pedagogical University of Zielona Gora,Accounting,0.02
Britta Forbes,Greece,M,41,Aegean University,Business Development,0.01
Arnuad Walczak,Egypt,F,22,Suez Canal University,Sales,1.77
Morris Codman,Portugal,F,25,Universidade Lusiada,Marketing,0.75
Julissa Tousey,France,F,21,Ecole Supérieure de Commerce de Rouen,Sales,0.4
Bea Reaveley,France,F,29,Université Catholique de Lille,Product Management,3.55
Neddy Robb,China,F,21,Hehai University,Services,3.07
Erwin Duferie,Australia,F,26,University of Newcastle,Human Resources,5
Willa Finlayson,China,M,20,China USA Business University,Sales,2.98
Sibyl Idiens,Cameroon,F,45,Université de Yaoundé II,Training,4.55
Shina Hirthe,Indonesia,M,22,Stie Perbanas Surabaya,Human Resources,1.85
Ashia Torresi,Ukraine,M,22,State Pedagogical University in Kryvyi Rih,Research and Development,3.05
Nicoline Cottham,China,M,20,Tibet Tibetan Medical College,Business Development,4.53
Fredek Demsey,Pakistan,M,47,Planwel University,Support,0.55
Almire Vigar,France,F,30,Université Claude Bernard (Lyon I),Human Resources,2.11
Justine Lamberton,Namibia,F,46,International University of Management,Services,3.59
Nelie Stearne,Cuba,F,33,"Instituto Superior Minero Metalúrgico ""Dr. Antonio Núñez Jiménez""",Legal,4.51
Reynold Hobben,Peru,F,35,Universidad Católica de Santa María,Support,0.3
Shanon Pywell,Philippines,F,24,University of the Immaculate Conception,Accounting,4.67
Jolie Morrowe,Philippines,M,36,Central Philippine University,Engineering,2.05
Terrence Lippo,Russia,M,43,Kurgan International University,Research and Development,2.79
Antoni Maron,Sweden,F,29,Stockholm Institute of Education,Legal,3.56
Peri Still,Philippines,F,32,University of Nueva Caceres,Services,1.41
Barri Beadel,Germany,F,20,DIPLOMA-Fachhochschule Ölsnitz/Vogtland,Product Management,0.83
Gerry Pughe,Indonesia,M,44,Universitas Negeri Yogyakarta,Engineering,4.89
Myrtice Gothliff,China,M,38,Qinghai Radio & Television University,Training,0.57
Trever Dionis,China,M,34,Nanjing Medical University,Training,1.89
Ferne Stych,Sweden,M,44,Karolinska Institute Stockholm,Support,0.32
Stanford Normington,Costa Rica,M,31,Universidad Autónoma de Centro América,Marketing,3.13
Orsa Strode,China,F,43,2nd Military Medical University,Accounting,4.27
Annadiane Entres,Democratic Republic of the Congo,M,42,Université Shalom de Bunia,Sales,3.91
Melony France,Ukraine,M,34,Odessa National Academy of Food Technologies,Sales,4.21
Lee Mowsdell,Indonesia,M,22,Universitas Sarjanawiyata Tamansiswa,Accounting,2.29
Tuckie Bourgourd,South Africa,F,43,Walter Sisulu University for Technology and Science,Services,0.99
Cassius Penberthy,China,F,42,Wuhan Automobile Polytechnical University,Business Development,0.88
Jdavie Benninck,Brazil,M,28,Centro Universitário Senac,Human Resources,0.17
Lenee Varcoe,Indonesia,F,37,Universitas Atma Jaya Yogyakarta,Training,1.35
Holden Salterne,Russia,M,46,Omsk State Pedagogical University,Business Development,2.19
Shelbi Ledgley,Iran,M,20,Sabzevar School of Medical Sciences,Accounting,3.67
Clevie Ritmeier,Sweden,F,20,Örebro University,Accounting,3.92
Cristobal Cattrall,Tanzania,F,37,Dares Salaam Institute of Technology,Services,3.55
Kaile Jerdon,Indonesia,F,38,STMIK AMIKOM Yogyakarta,Accounting,2.33
Archer Trustrie,Guam,M,37,University of Guam,Human Resources,4.21
Lezley Frantsev,Portugal,M,23,Instituto Politécnico de Setúbal,Product Management,2.3
Jacques Jupe,China,F,41,Jiangxi University of Finance and Economics,Marketing,1.86
Salem Spavins,Brazil,F,28,Universidade Federal Fluminense,Human Resources,2.95
Valencia Melendez,Solomon Islands,M,27,University of the South Pacific,Engineering,4
Duane Flynn,China,M,39,Southwest University of Political Science and Law,Training,4.61
Monte Seniour,Venezuela,M,33,Universidad Yacambu,Support,0.87
Ella Crusham,Malta,M,50,International Tourism Institute,Business Development,1.03
Lorianna Gosneye,Sweden,F,46,Örebro University,Marketing,2.97
Tami Gorioli,Colombia,F,50,Universidad del Sinú,Accounting,2.18
Jocko Mesnard,Indonesia,F,31,Institut Teknologi Sepuluh Nopember,Training,2.22
Bartholomeus Screeton,Costa Rica,M,33,Universidad Fidélitas,Training,3.19
Blanch Fragino,Indonesia,F,38,Universitas Muria Kudus,Training,1.75
Nevin Antoni,Malaysia,F,22,"Institute of Teachers Education, Raja Melewar",Services,0.78
Carine Harvatt,South Korea,F,37,Taegu National University of Education,Services,2.52
Leilah McKimmie,Ukraine,M,33,Precarpathian University,Marketing,0.28
Dianna Kedwell,Luxembourg,M,48,International University Institute of Luxembourg,Accounting,2.31
Ramsey Jocic,Chile,M,43,Universidad de Los Andes,Training,1.54
Yovonnda Nuccii,Poland,F,37,Leon Kozminski Academy of Entrepreneurship and Mangement in Warsaw,Accounting,3.65
Ariadne Summerside,China,M,34,Lanzhou University,Sales,0.81
Reggi Danzig,Palestinian Territory,M,43,Birzeit University,Research and Development,0.11
Rivkah Fincken,Sweden,M,27,School of Design and Crafts,Services,3.82
Herrick McRonald,Peru,M,29,Universidad Particular de Chiclayo,Human Resources,3.84
Mathilde Triebner,China,F,46,Shanghai Sipo Polytechnic,Research and Development,3.11
Rafe Lennox,Brazil,F,25,Universidade Federal de Ouro Preto,Business Development,0.64
Cammi Niccolls,Chile,F,23,Universidad de Los Lagos,Training,3.68
Angelo Rutter,Russia,M,33,Ivanovo State Power University,Research and Development,2.55
Bendick Kearle,China,F,44,Beijing New Asia University,Sales,2.39
Blondie Whaites,Ukraine,F,42,Ivano-Frankivsk National University of Oli and Gas,Sales,0.39
Lenore Lammenga,Greece,M,26,Technical University of Crete,Product Management,2.86
Kirby Brumbye,China,M,48,Shanghai Normal University,Marketing,4.83
Katey Sleeford,Nigeria,M,30,Kaduna State University,Services,1.05
Vassily Ropcke,China,F,29,Shaoguan University,Engineering,1.1
Hunfredo Bleier,China,F,38,Southeast University,Engineering,3.96
Rhea Burnsell,China,F,45,Nanjing University of Traditional Chinese Medicine,Business Development,1.79
Dallas Fenck,Poland,F,22,University of Management and Marketing,Business Development,2.47
Chelsea Bovis,China,F,22,Jinan University,Sales,2.43
