Name ,Country ,Sex,Age,University ,Department ,CGPA
Nani Siverns,China,F,23,Hehai University,Research and Development,0.94
Sandie Wincott,Russia,M,33,Russian State Geological Prospecting University ,Legal,4.83
Karen Hattam,Tunisia,M,41,Université de Jendouba,Training,0.35
Jacynth McAtamney,Indonesia,M,32,Universitas Palangka Raya,Marketing,3.07
Urbain Bansal,Philippines,F,36,University of Cagayan Valley,Human Resources,1.5
Lanie Arlet,Portugal,F,23,Universidade do Minho,Services,3.79
Arabel Grastye,Greece,F,43,University of Ioannina,Engineering,2.86
Linnell Birkmyr,China,M,29,Shandong University of Technology,Marketing,4.34
Dari Tynnan,China,M,48,Tianjin Open University,Product Management,1.19
Donny McGarrie,Ukraine,F,32,Ukrainian Academy of Pharmacy,Business Development,0.43
Pamelina Ambresin,Thailand,M,36,Ubonratchathani University,Legal,0.33
Gwen Remmers,Philippines,F,24,Arellano University,Services,4.6
Helsa Yglesias,China,F,34,Tianjin University of Commerce,Services,2.12
Shandra Petican,Sierra Leone,F,32,Njala University,Research and Development,2.94
Laughton Ellaway,China,F,41,Shanghai Medical University,Marketing,3.52
Boonie Monshall,China,F,36,Anhui Normal University,Sales,1.51
Skip Meyrick,China,F,31,Chengdu Institute of Sichuan International Studies University,Accounting,1.59
Trip Wilflinger,Nigeria,F,28,Bayero University Kano,Business Development,2.44
Aidan Osichev,Guatemala,F,37,Universidad Panamericana,Training,3.27
Kaja Blasik,Peru,M,41,Universidad Los Angeles de Chimbote,Human Resources,3.64
Laurence Marnane,France,F,34,Ecole Supérieure d'Agriculture de Purpan,Services,4.83
Leda Ponder,China,M,41,Nankai University,Engineering,3.19
Tiffani Hydes,China,M,41,Hebei University,Services,2.21
Leslie Mackney,Honduras,F,20,Universidad Nacional Autónoma de Honduras,Research and Development,0.13
Brittani Drennan,Russia,M,41,Far Eastern State Technical Fisheries University,Accounting,1.67
Simone Farraway,Brazil,M,25,Faculdade Italo Brasileira,Human Resources,4.25
Derek Ramirez,Russia,M,33,Skrjabin Moscow State Academy of Veterinary Medicine and Biotechnology,Marketing,4.58
Shermie Brockman,Indonesia,M,28,Universitas Janabadra,Sales,0.01
Lillis Sarll,United States,F,28,Sanford-Brown Institute,Support,2.91
Ferd Springle,Brazil,F,28,Universidade de Cruz Alta,Business Development,2.84
Malissia Cordeau],Bolivia,M,49,Universidad NUR,Legal,3.51
Brooke Slaght,China,M,31,Shenyang Jianzhu University,Sales,1.48
Darb Weild,France,M,50,European Business School,Business Development,1.04
Tresa Hallgalley,Indonesia,F,28,Universitas Darma Agung,Support,0.17
Jacynth Mattiassi,Brazil,M,40,Universidade Federal do ABC,Engineering,3.11
Terrence Chavey,Kenya,M,25,Africa Nazarene University,Support,2.99
Vick Gutman,Portugal,F,23,Universidade Independente,Engineering,3.59
Hermon Barme,Honduras,M,46,Universidad Nacional Autónoma de Honduras,Services,2.68
Cash Randall,China,F,30,South West University Yucai College,Support,1.86
Devy Deener,Russia,F,38,Cheljabinsk University of Agricultural Engineering,Research and Development,2.86
Harp Iliff,Portugal,F,29,Instituto Politécnico de Leiria,Legal,0.58
Felecia Cookes,Sweden,F,35,Swedish University of Agricultural Sciences,Sales,4.44
Teodoor Trousdale,France,M,26,Institut Catholique de Paris,Accounting,3.29
Price Bevington,China,M,25,Xi'an University of Architecture and Technology,Accounting,4.31
Boote Yukhtin,China,M,30,Xinjiang Normal University,Product Management,4.88
De witt Birtle,Indonesia,M,24,Universitas Islam Sumatera Utara,Accounting,2.36
Imogen Skaid,Indonesia,F,43,Universitas Bakrie,Sales,0.82
Lev Neaves,Indonesia,M,43,Trisakti Institute of Tourism ,Training,1.61
Maybelle Myerscough,Egypt,F,35,Modern Acadmy,Support,3.96
Elvera Ramel,Indonesia,M,30,Universitas Negeri Surabaya,Human Resources,0.03
Osbourn Bye,China,M,28,China University of Mining Technology - Beijing,Business Development,0.13
Ula Brenneke,Poland,F,45,Academy of Economics in Poznan,Human Resources,2.41
Beniamino Gaffon,Russia,M,37,Siberian State Medical University,Research and Development,0.43
Rosco Kinge,Sweden,F,46,Växjö University,Training,0.52
Martguerita Proschek,Canada,F,46,University of Prince Edward Island,Engineering,3.98
Hurley Rhucroft,South Korea,F,36,Kongju National University,Legal,3.6
Isidor Levane,Greece,F,39,National Technical University of Athens,Human Resources,2.38
Vonny Kensington,Vietnam,F,40,Hanoi University of Mining and Geology,Research and Development,1.19
Joyce Arons,Japan,F,31,Soai University,Training,0.92
Nicolina Rochell,Portugal,F,39,Universidade Nova de Lisboa,Sales,3.76
Vittorio Drewet,Uganda,M,26,Kampala University,Legal,2.02
Stanford Stenhouse,France,M,47,Ecole Nationale Supérieure Agronomique de Toulouse,Support,1.88
Rudie Forcer,Argentina,F,28,Universidad Nacional de Río Cuarto,Support,0.97
Magdalena Goodbairn,Philippines,M,48,University of Batangas,Services,1.45
Lea Bridgen,Indonesia,F,39,Universitas Bakrie,Training,4.85
Nevile Beeble,Comoros,F,45,Taj Institute of Higher Education,Support,2.5
Red Salvadori,Russia,F,45,Russian State Geological Prospecting University ,Accounting,2.7
Reggis Waples,Brazil,M,41,Universidade Vale do Rio dos Sinos,Engineering,0.15
Pattie Schiementz,South Africa,M,31,University of the Free State,Human Resources,3.06
Jennee Ploughwright,China,M,35,Chongqing University of Technology,Engineering,2.78
Marney Pitfield,Nicaragua,M,41,Universidad Popular de Nicaragua (UPONIC),Marketing,1.13
Rafaelita Pimer,Philippines,M,42,"Irish University Business School, Cebu",Services,1.65
Jodie Burridge,South Africa,F,47,Walter Sisulu University for Technology and Science,Human Resources,1.13
Eleen Lepick,Russia,M,35,St. Petersburg State Technological University of Plant Polymers,Research and Development,2.93
Elli Plowes,Poland,F,36,Academy of Humanities and Economics in Lodz,Training,1.16
Carleen Melbourn,Thailand,F,34,Walailak University,Accounting,1.14
Deane Piatto,Slovenia,F,47,University of Maribor,Human Resources,1.1
Dorri Petruska,Russia,M,22,Rostov State Medical University,Sales,2.57
Georgie Denge,Brazil,M,46,Universidade Federal de Minas Gerais,Training,3.91
Hartwell Geffinger,France,M,25,Université de Pau et des Pays de l'Adour,Services,0.2
Ethelin Ackery,Argentina,F,47,Universidad Nacional de Río Cuarto,Legal,3.23
Chris Debenham,China,M,24,Xijiang University,Business Development,0.83
Edmon Gricks,Ukraine,F,43,Bila Cerkva State Agrarian University,Support,0.08
Walt Forge,Mauritius,F,38,University of Mauritius,Support,0.37
Marty Ohm,China,F,25,Fujian Agricultural University,Accounting,0.26
Kerwinn Tretwell,Portugal,F,34,Universidade dos Acores,Human Resources,3.37
Alard Duckering,Nepal,M,49,Tribhuvan University Kathmandu,Product Management,4.43
Malvin Wilman,Indonesia,F,42,Universitas Hasanuddin,Support,4.26
Trevar Boyles,China,F,25,Sichuan International Studies University,Product Management,4.3
Hinze Llewelly,Russia,M,38,Ural Academy of Public Administration,Training,1.33
Tobye Eckford,Poland,F,25,Fine Arts Academy Wladyslaw Strzeminski in Lodz,Marketing,4.94
Audi McGilvray,Libya,M,27,Sirte University,Legal,1.3
Twila Booley,Ireland,F,37,Galway Mayo Institute of Technology,Accounting,1.51
Kellby Markova,Russia,M,50,Saratov State University,Legal,4.05
Ailis Tarbard,Mozambique,F,41,Instituto Superior de Ciênicas e Tecnologia de Moçambique,Support,4.07
Zarah Topes,China,F,38,Nanjing Union Theological Seminary,Research and Development,4.48
Merissa Aveson,Indonesia,F,34,Politeknik Negeri Jakarta,Sales,2.01
Korella Suffe,Brazil,M,47,Universidade São Marcos,Research and Development,0.85
Aeriell Vigus,Russia,F,38,Pomorsk State University,Legal,3.07
Kalina Towlson,Indonesia,M,48,Politeknik Negeri Lhokseumawe,Product Management,3.22
Elberta Stapleton,Poland,F,43,Medical Academy in Lodz,Marketing,4.1
Sydney Pirouet,Philippines,M,29,Feati University,Support,4.54
Briant Benne,Portugal,M,36,Universidade de Aveiro,Support,3.31
Joyous Haig,Philippines,F,37,De La Salle University,Engineering,3.14
Ermengarde Cuvley,Guinea,M,25,Université Julius Nyerere Kankan,Accounting,2.32
Phedra Mantha,Bolivia,F,43,Universidad Técnica de Oruro,Training,1.6
Cesya Enticknap,China,F,42,Chongqing Vocational College of Public Transportation,Research and Development,1.22
Anna-diane Fruish,Czech Republic,F,33,Technical University of Liberec,Services,0.52
Josy Reddick,China,F,47,Guizhou Normal University,Human Resources,4.1
Querida Pettit,Mexico,M,26,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),Product Management,2.57
Elianore Dunnion,Indonesia,F,26,Politeknik Pos Indonesia,Legal,0.09
Rancell Rodway,Mexico,M,49,Universidad la Concordia,Training,0.27
Billy Yerby,China,M,47,Shanghai Maritime University,Services,1.79
Duncan Reglar,Sri Lanka,F,21,Sri Lanka Institute of Advanced Technical Education,Human Resources,4.87
Shepard Colston,Philippines,M,26,University of the Immaculate Conception,Services,2.03
Idelle Jaquest,China,M,35,Sichuan University,Legal,0.86
Sammy Wallage,China,M,30,Guangdong Peizheng College ,Engineering,4.51
Marlo Burnep,France,F,44,Université Lumiére (Lyon II),Engineering,3.79
Isacco Gooddie,China,M,29,Henan Normal University,Services,1.46
Vanya Stockton,South Africa,M,34,University of the Western Cape,Business Development,0.88
Corrine Colicot,Indonesia,M,46,Universitas Sebelas Maret,Human Resources,0.09
Minda Wickson,Russia,M,30,Bashkir State Pedagogical University named After M. Akmullah,Legal,3.02
Remington Suthworth,Lithuania,M,26,Vilnius Pedagogical University,Product Management,0.88
Natalya Casiroli,Philippines,F,29,Northwestern University of the Philippines,Business Development,0.95
Petronia Jorgensen,Brazil,M,48,Universidade Federal Rural do Semi-Árido,Business Development,4.53
Illa Stangoe,Portugal,F,35,Academia Nacional Superior de Orquesta,Training,1.02
Lucienne Trousdale,Thailand,M,33,King Mongkut's University of Technology Ladkrabang,Business Development,1.08
Pierce Garred,Ethiopia,M,31,Mizan Tepi University,Support,4.81
Rivy Dyball,United States,M,33,University of Indianapolis,Support,0.32
Jeff Andreini,Bolivia,M,44,Universidad Autónoma Juan Misael Saracho,Sales,0.47
Pier Brayn,Portugal,F,46,Universidade Fernando Pessoa,Training,2.46
Bill Leaning,Poland,F,34,Polish Open University in Warsaw (WSZ/POU),Sales,2.1
Fabio MacGiany,Armenia,F,47,Yerevan State Medical University,Business Development,1.77
Gill Pellington,Ukraine,M,45,Uzhgorod National University,Engineering,4.06
Delmar Mercer,China,F,28,Anhui University of Finance and Economics,Legal,2.09
Ethelda Filson,Argentina,M,50,Universidad Adventista del Plata,Training,0.41
Clarie Bates,Nicaragua,M,36,Universidad Politecnica de Nicaragua,Sales,2.38
Cullen Beavon,China,F,48,Guizhou Normal University,Research and Development,4.94
Roman Gever,China,F,39,Sichuan Fine Art Institute,Marketing,0.98
Amye Applin,United States,F,27,Rush University,Human Resources,1.83
Bernita Duckfield,China,F,41,Peking University,Accounting,3.78
Eryn Glander,France,F,40,Ecole Nationale Supérieur de Géologie de Nancy,Accounting,1.81
Kial Hicklingbottom,Indonesia,F,29,Universitas Islam Riau,Human Resources,0.89
Weider Fearne,Argentina,F,38,Universidad del Aconcagua,Marketing,1.7
Stephen Furnival,Greece,M,47,Technological Education Institute of Larissa,Support,3.44
Von Sahlstrom,Ukraine,M,36,Sevastopol National Technical University,Services,1.13
Jordana Hulburd,Kuwait,M,32,Australlian College of Kuwait ,Marketing,0.71
Ly Irons,China,F,24,4th Military Medical University,Sales,0.58
Cinda Schultheiss,United States,M,32,Louisiana State University at Alexandria,Sales,3.3
Shae Goodison,Japan,F,45,Toho University,Business Development,4.24
Don Hallgarth,Russia,M,36,Baltic State Technical University,Services,2.98
Anya Oakden,Syria,M,30,Al-Baath University,Sales,4.18
Orlan Drinkwater,China,F,41,Fujian University of Traditional Chinese Medicine,Engineering,2.24
Gert Fish,Gambia,M,47,University of the Gambia,Human Resources,3.91
Ezequiel Howsley,China,F,24,Tongji Medical University,Human Resources,4.53
Biron Vincent,Nigeria,M,33,Ambrose Alli University,Sales,1.85
Wang Knapper,Jordan,M,45,Irbid National University,Training,2.18
Essie Feedham,Indonesia,F,28,Universitas Sebelas Maret,Support,0.41
Madelle Gimson,Afghanistan,F,24,Salam University,Legal,3.42
Clem Mc-Kerley,Azerbaijan,M,35,Western University,Product Management,0.11
Berry Olivella,Hong Kong,M,38,Open University of Hong Kong,Legal,0.01
Rockie Stork,Brazil,M,29,Universidade Castelo Branco,Training,3.79
Crista Diviny,Indonesia,F,28,Universitas Paramadina Mulya,Human Resources,0.42
Lorita Swatton,China,F,31,Chongqing Normal University Foreign Trade and Business College,Support,0.28
Hertha Heskins,Vietnam,M,22,Vietnam Maritime University,Research and Development,1.45
Lemuel Ashbey,Portugal,M,21,Instituto Piaget,Marketing,0.92
Emmalyn Girvin,United States,M,30,Alma College,Support,3.63
Wheeler Heath,Venezuela,F,27,Universidad del Zulia,Marketing,0.1
Howey Duferie,France,M,47,"Ecole Nationale Supérieure d'Electronique, d'Electrotechnique, d'Informatique et d'Hydraulique de Toulouse",Accounting,2.11
Berke Jendrys,Poland,M,22,Polish Open University in Warsaw (WSZ/POU),Product Management,4.21
Tessa Grunson,Albania,M,48,Academy of Sports and Physical Training,Marketing,0.93
Legra Whinney,China,M,47,Shanghai Second Polytechnic University,Legal,4.14
Margarette Galbraeth,China,F,28,Beijing Petroleum University,Accounting,3.4
Dasha Porcas,China,F,43,Shanghai International Studies University,Services,1.84
Etta Normanville,China,F,24,China University of Political Science and Law,Sales,2.76
Loreen Quare,Brazil,F,50,Universidade do Estado de Santa Catarina,Legal,1.79
Winna Perritt,Poland,M,48,"Music Academy ""Fryderyk Chopin"" in Warszaw",Product Management,4.97
Kerwin M'Barron,Ethiopia,F,20,Hawassa University,Business Development,2.04
Lara Keig,Greece,M,26,American College of Thessaloniki,Engineering,0.41
Neely Bodemeaid,Thailand,M,47,Mahachulalongkorn Buddhist University,Engineering,0.63
Nara McIlwraith,Australia,F,29,University of New South Wales,Engineering,0.54
Shalom Turrell,Bosnia and Herzegovina,M,30,University of Sarajevo,Accounting,1.23
Barrett Coghill,Morocco,F,22,Ecole Supérieure de Commerce et des Affaires,Services,1.99
Analiese Joffe,South Africa,F,47,Tshwane University of Technology,Services,1.48
Jane Letford,Russia,F,25,St. Petersburg Institute of Sales Management and Economics,Product Management,0.65
Thaine Trodden,Argentina,M,30,Universidad Maimónides,Human Resources,4.15
Kasper McMurtyr,Thailand,F,45,King Mongkut's University of Technology Thonburi,Business Development,3.54
Elliott Berthomieu,China,M,33,Guangzhou Academy of Fine Art,Engineering,4.12
Judy Powlesland,Poland,M,27,Maritime University in Szczecin,Services,1.41
Zonnya Malshinger,Tunisia,M,41,Université de Kairouan,Accounting,3.48
Malvin Wisham,Portugal,F,29,Escola Superior de Artes e Design,Research and Development,2.39
Hynda Hawkings,China,F,25,Yan Shan University,Engineering,2.47
Darcie Clack,Finland,M,24,Abo Akademi University,Marketing,3.77
Marne Croyden,Czech Republic,M,40,Tiffin University Prague,Legal,4.09
Hamish Halshaw,Indonesia,F,45,Universitas Slamet Riyadi Surakarta,Research and Development,2.27
Lizzie Chamberlen,United States,F,32,Capital University Law School,Marketing,1.56
Birk Yves,Mongolia,M,33,Mongolian State University of Arts and Culture,Services,2.07
Clerc Martusov,Bosnia and Herzegovina,M,30,International University of Travnik,Training,3.9
Titos Russilll,China,F,22,South China University,Business Development,0.23
Cheslie Vickerman,China,F,20,Anhui University of Traditional Chinese Medicine,Research and Development,2.26
Feliza Napoli,Peru,M,35,Universidad Nacional José Faustino Sánchez Carrión,Accounting,2.01
Freddy Ferrettini,China,M,29,Beijing University of Aeronautics and Astronautics,Marketing,2.95
Arly Canto,Russia,M,37,Adygeja State University,Sales,0.97
Garvey Fruchter,Philippines,M,29,"De La Salle University, Araneta",Engineering,0.44
Elladine De Banke,Argentina,F,43,Universidad Católica de La Plata,Product Management,3.63
Cornelia Gilfoy,Zimbabwe,F,42,Bindura University of Science Education,Business Development,3.35
Isobel Andreasson,Poland,F,49,Academy of Economics in Wroclaw,Human Resources,4.6
Cornela Stoade,China,F,47,Guangdong University of Foreign Studies,Services,3.23
Normand Terry,Czech Republic,M,23,"Academy of Performing Arts, Film and TV Fakulty",Accounting,1.46
Noella Kelberman,Czech Republic,M,20,Prague International University,Support,1.44
Roman Jefferys,Argentina,F,38,Universidad Nacional de Mar del Plata,Services,1.44
Karyn Bifield,Russia,M,34,Kursk State Technical University,Product Management,4.71
Monro Gerardet,Indonesia,M,36,Universitas Islam Malang,Support,2.84
Colline Pallaske,Japan,M,36,Fukushima University,Sales,4.34
Joline Smerdon,Sweden,F,30,Uppsala University,Human Resources,0.52
Victoir Faich,Bulgaria,M,28,National Academy of Arts,Training,1.59
Samantha Gritland,Paraguay,M,36,Universidad Comunera,Services,2
Victor Stote,Pakistan,M,50,Wah Medical College,Human Resources,4.37
Isis Rusling,Brazil,M,43,Fundação Educacional de Ituverava,Product Management,3.87
Jerrie Glasgow,Indonesia,M,25,Universitas Ngurah Rai,Marketing,2.15
Sonnie Pottage,Russia,F,47,Nizhny Novgorod State Academy of Medicine,Accounting,3.11
Shelden Wonter,Mexico,M,23,Universidad Autónoma Metropolitana - Xochimilco,Sales,4.94
Hildegaard Glenton,China,M,47,China Three Gorges University,Engineering,3.21
Kristo Dockwray,Democratic Republic of the Congo,F,47,Université Shalom de Bunia,Sales,4.18
Ly Kinglake,Poland,F,50,Aleksander Zelwerowicz State Theatre Academy,Sales,1.23
Corabella Sighart,Brazil,F,20,Universidade Federal de Campina Grande,Business Development,0.19
Thia Eddleston,China,M,28,Changchun University of Technology,Marketing,3.37
Percy Manchett,Sweden,M,33,Stockholm School of Economics,Marketing,0.49
Ursulina Elliot,Poland,F,20,University of Gdansk,Training,2.09
Burk Epp,Poland,M,44,"Music Academy ""Karol Lipinski"" in Wroclaw",Product Management,1.22
Kendall Giovani,Czech Republic,M,36,Cevro Institut College,Services,3.59
Frederigo Ghiraldi,Indonesia,M,22,Universitas Khairun,Engineering,4.11
Wiley Tyne,China,M,25,Northeast University at Qinhuangdao Campus,Services,3.51
Enoch Rapelli,Ukraine,M,48,Zaporizhzhe National University,Product Management,0.2
Gay Axworthy,China,F,49,Xinghai Conservatory of Music,Sales,2.05
Claudio Orrice,Ukraine,F,47,Sumy State University,Business Development,3.55
Donella Cawston,Brazil,M,35,Universidade Estadual da Paraíba,Training,4.81
Sullivan Robertot,China,F,30,South China Normal University,Sales,1.98
Ellwood Raun,Brazil,F,23,Universidade Federal de Mato Grosso do Sul,Engineering,0.92
Mae Wavish,Philippines,F,35,Saint Louis University,Product Management,2.85
Paxton Carbery,China,M,42,Chengdu University,Support,0.19
Christyna Onion,United States,F,31,Mid-Continent Baptist Bible College,Engineering,0.03
Fidela Pounsett,China,F,29,Northeast Normal University,Engineering,0.98
Jeane Dipple,Colombia,M,26,Universidad de América Bogotá,Support,1.83
Silas Bezants,China,M,20,Shanghai Second Polytechnic University,Services,1.99
Grover Linebarger,Philippines,F,34,Philippine Women's University,Engineering,2.86
Jermaine Hurling,Portugal,M,39,Universidade de Coimbra,Business Development,0.76
Vivyan Rixon,Honduras,M,39,Universidad Católica de Honduras,Business Development,1.8
Augusto Blewett,Russia,F,25,Ural State Academy of Railway Transport,Sales,3.23
Twyla Muckeen,Russia,M,36,Ivanovo State Power University,Services,4.49
Dasha Ugoni,China,F,42,Anhui University of Finance and Economics,Product Management,1.05
Elwira Epinoy,China,F,30,Xijiang University,Human Resources,4.53
Sorcha Reams,Serbia,M,47,European University,Sales,1.36
Shepard Fancott,Bosnia and Herzegovina,M,34,University Vitez In Travnik,Legal,3.8
Trever Goodbairn,China,F,24,4th Military Medical University,Sales,4.23
Delores Edgeler,China,M,24,Capital University of Economics and Business,Product Management,2.06
Mohammed McGivena,Mexico,F,46,Universidad del Noroeste,Services,2.46
Cyrillus Burbank,Mexico,M,34,Universidad Regional del Sureste,Legal,3.56
Netty Breheny,Philippines,M,42,University of Bohol,Marketing,1.81
Cindy Kornyshev,Colombia,M,41,Universidad Central del Valle del Cauca,Human Resources,4.54
Halley Worboys,China,M,50,Shenzhen University,Business Development,0.26
Danila McDugal,Japan,F,29,Tokyo Medical College,Training,3.34
Cassy MacGown,China,F,40,Southwest University of Finance and Economics,Sales,4.86
Lorant Glazebrook,China,F,49,East China University of Science and Technology,Product Management,3.6
Madonna Noton,Paraguay,M,32,Universidad Autónoma de Asunción,Human Resources,1.74
Rochella Reboulet,Canada,F,31,McMaster University,Services,0.67
Tobias Tonkin,Guinea-Bissau,F,25,Dankook University,Sales,4.66
Gert Ilymanov,Sweden,F,26,Malmö University College,Engineering,1.84
Nikaniki Brimelow,Russia,F,43,Rostov State University,Business Development,4.72
Shannan Juden,Indonesia,M,41,Universitas Putera Batam,Support,2.86
Kristal Duchan,Ukraine,M,32,KROK Economics and Law University,Training,4.39
Marti Millhill,China,M,50,Foshan University,Sales,4.21
Kevon Bukowski,Indonesia,M,31,Universitas Gajayana Malang,Research and Development,0.32
Maiga Keasley,Indonesia,M,24,Universitas Pelita Harapan,Legal,2.48
Junette Rushe,Malawi,M,46,University of Livingstonia,Product Management,4.52
Frans Duddy,Russia,F,37,East-Siberian State Institute of Culture,Services,3.69
Gottfried Trevon,Malaysia,F,31,"Institute of Teachers Education, Kent",Services,3.2
Ase Brickhill,New Zealand,F,42,Open Polytechnic ,Research and Development,3.1
Devan Skelhorne,Portugal,M,45,Universidade Lusiada,Sales,1.64
Aila Gebuhr,China,M,27,Central Radio and TV University,Accounting,4.8
Bernadene Francke,Bangladesh,M,21,Northern University Bangladesh,Engineering,3.57
Herta Baise,Mauritius,M,21,University of Technology,Support,3.47
Bobina Treker,Indonesia,M,27,Universitas Udayana,Business Development,3.65
Corbin Cheine,Portugal,F,31,Instituto Superior D. Afonso III - INUAF,Human Resources,0.44
Tamiko Gencke,Sri Lanka,M,45,Wayamba University of Sri Lanka ,Business Development,1.59
Ellwood Dart,Serbia,F,26,University of Novi Sad,Engineering,2.66
Sonja Tuny,Peru,F,20,Universidad San Martin de Porres,Human Resources,4.42
Sven Meth,United States,F,31,Humphreys College,Training,4.76
Bail Fryers,United States,M,49,Moore College of Art and Design,Sales,2.56
Johnny Almey,Botswana,F,45,Botswana International University of Science & Technology,Marketing,2.54
Lark Clutheram,Indonesia,F,21,Universitas Jember,Legal,1.3
Gayle Notton,Indonesia,F,44,Universitas Jayabaya,Research and Development,0.2
Lindsey Ravilious,Syria,M,44,Yarmouk Private University ,Human Resources,0.8
Patrick Turneaux,Egypt,M,42,Arab Academy for Science & Technology,Accounting,0.25
Nickolaus Lashley,China,F,37,Shanghai Jiaotong University,Marketing,1.32
Birgit MacNeely,China,F,42,Tarim University,Legal,0.61
Ced Chatan,Indonesia,M,30,Universitas Jenderal Soedirman,Human Resources,1.62
Skippy Woodruff,Albania,M,46,University of Tirana,Sales,0.4
Bernie Alsopp,Poland,M,50,University of Technology and Life Sciences,Human Resources,0.43
Mariele Naisey,Philippines,M,43,Virgen Milagrosa University Foundation,Training,1.02
Gus Tape,Indonesia,M,27,Universitas Komputer Indonesia,Training,3.14
Jabez Bedborough,China,F,38,Ningxia University,Legal,2.1
Anallise Bestman,China,M,44,Shandong Normal University,Marketing,4.34
Tracie Sheppey,Tanzania,F,34,International Medical & Technological University,Product Management,3.26
Letti Marrill,Argentina,F,37,Universidad Adventista del Plata,Marketing,3.96
Fidela Gianetti,Japan,F,30,Tohoku College of Pharmacy,Sales,0.08
Fernande Matusiak,Thailand,M,35,"Webster University, Thailand",Product Management,1.27
Glynn Hawney,Portugal,F,43,Universidade dos Acores,Support,1.78
Gleda Laidel,Indonesia,F,28,Universitas Bhayangkara Jakarta Raya,Engineering,1.13
Abbye Clemmett,Sweden,F,40,Lulea University of Technology,Business Development,4.91
Deerdre Fanshawe,China,M,50,Zhejiang Forestry University,Services,4.66
Lita Swetmore,Nepal,M,43,Lumbini Buddhist University,Engineering,1.46
Jacenta Silkstone,Japan,M,35,Taisho University,Training,0.6
