Name ,Country ,Sex,Age,University ,Department ,CGPA
Alfonse Rowlson,Bhutan,F,20,Royal University of Bhutan,Product Management,1.33
Alessandro Zink,Sweden,F,38,Mälardalen University,Legal,4.74
Hadleigh Murricanes,France,F,34,Ecole de l'Air,Research and Development,1.33
Brigitta Gringley,Peru,M,37,Universidad Cientifica del Sur,Training,2.83
Georges Wimbush,Indonesia,M,28,Universitas Muhammadiyah Yogyakarta,Training,4.15
Hashim Galpen,Japan,F,27,Fuji University,Accounting,2.41
Pauli Huikerby,China,F,49,Tianjin University of Finance & Economics,Accounting,1.17
Davita Vouls,Indonesia,F,40,Universitas Mahendradatta,Sales,2.64
Libbey Clerk,China,M,32,Shenyang Institute of Chemical Technology,Engineering,3.56
Bel Chevis,Estonia,M,45,Tallinn University,Business Development,0.61
Brenna Mengo,Paraguay,M,38,Universidad Autónoma de Asunción,Services,0.5
Umeko Neeves,Greece,M,27,Athens Laboratory of Business Administration (ALBA),Sales,0.88
Fremont Pogson,Cameroon,F,36,Université de Buéa,Accounting,2.52
Valentine Treadwell,Czech Republic,F,35,University of Veterinary and Pharmaceutical Science,Business Development,3.25
Armand Screen,China,F,22,Shaoguan University,Business Development,0.56
Stearn Petrescu,Mozambique,M,43,Universidade Eduardo Mondlane,Support,4.34
Joly Usher,Norway,M,43,Lillehammer University College,Support,2.25
Dulsea Vanderplas,Indonesia,F,27,Universitas Airlangga,Training,0.69
Bellanca Benoy,Indonesia,F,21,Universitas Negeri Makassar,Training,3.77
Elvira Kiely,Russia,F,28,Kursk State Technical University,Marketing,1.85
Lindi Crampsey,Greece,F,41,Technological Education Institute of Kavala,Support,3.63
Audre Thorns,Indonesia,F,45,Universitas Pancasakti Tegal,Support,3.54
Rebe McCumesky,Portugal,M,45,Universidade de Aveiro,Product Management,3.88
Birdie Tynemouth,South Korea,M,26,University of Science and Technology,Support,4.64
Anna-diana Walder,Philippines,F,43,Tarlac State University,Legal,1.65
Jaymee Sheahan,Poland,F,31,Physical Education Academy in Katowice,Human Resources,4.66
Martino Edlyne,Cuba,M,30,"Instituto Superior Minero Metalúrgico ""Dr. Antonio Núñez Jiménez""",Human Resources,1.16
Pat Tuddenham,China,M,45,Ludong University,Product Management,0.59
Shea Baxster,Peru,F,36,Universidad Norbert Wiener,Human Resources,1.22
Harmonie Jeroch,Ukraine,M,28,Ukrainian Academy of Banking,Human Resources,2.55
Helge Laviste,Ukraine,M,40,Vinnica National Technical University,Engineering,3.37
Myriam Nutbrown,France,M,30,Ecole Nationale Supérieure Electricité et Mécanique,Legal,2.81
Leeland Deakes,Russia,F,40,Bashkir State Medical University,Services,3.3
Anet Cowgill,Indonesia,M,43,Universitas Sultan Ageng Tirtayasa,Human Resources,2.75
Nicolas O'Mailey,Colombia,M,42,Conservatorio del Tolima,Support,2.59
Ronna Kermott,Brazil,M,23,Universidade Santa Úrsula,Accounting,2.96
Kendrick Bickell,Sweden,F,48,Royal lnstitute of Technology,Business Development,0.75
Katherina Charlo,Bulgaria,F,21,Technical University of Sofia,Accounting,4.02
Zondra Satterley,Haiti,F,22,American University of the Caribbean,Human Resources,2.08
Esmeralda Apthorpe,Philippines,F,45,Silliman University,Sales,3.41
Ettore Woodroff,Colombia,M,42,Universidad Sergio Arboleda,Product Management,4.06
Bibbie Brierly,Uganda,F,37,Bugema University,Product Management,2.03
Shaine Galvin,Jordan,F,38,Al-Balqa Applied University,Marketing,3.7
Meade Meffin,Philippines,M,50,Foundation University,Marketing,2.26
Drucy Gregoretti,Cyprus,M,32,Americanos College,Product Management,3.04
Kimbell McCrone,Portugal,F,33,Instituto Superior de Informática e Gestão,Services,0.06
Wandis Bearn,Sri Lanka,M,30,University of Ruhuna,Marketing,0.97
Rodina Sieve,Argentina,M,38,Universidad Nacional de Rosario,Training,1.57
Rocky Brahmer,Ukraine,M,35,Dneprodzerzhinsk State Technical University,Human Resources,2.86
Teresita Boffin,Afghanistan,F,33,Ibn Sina University,Human Resources,0.37
Hirsch Durbridge,Argentina,M,24,Universidad Católica Argentina Santa Maria de los Buenos Aires,Engineering,2.54
Leona Wakley,United States,M,41,North Park University,Training,0.88
Rafa Drennan,Costa Rica,M,48,Universidad Autónoma de Centro América,Support,4.12
Bobby Cumpton,China,F,48,Chongqing Technology and Business University,Business Development,1.66
Corny Stit,Czech Republic,M,50,University of Veterinary and Pharmaceutical Science,Marketing,1.84
Danell Godwyn,Philippines,M,45,University of Bohol,Marketing,4.01
Gradey Foulgham,China,F,43,Beijing University of Agriculture,Research and Development,2.73
Salomo Minors,Indonesia,F,36,Universitas Advent Indonesia,Business Development,0.49
Leta Mille,China,M,21,Northwest Normal University Lanzhou,Services,1.84
Bonny Lillie,Vietnam,F,36,Vietnam National University of Agriculture,Legal,2.12
Elmo Mellmer,Tajikistan,F,37,Tajik National University,Business Development,0.01
Aharon Janssen,Philippines,M,35,Pangasinan State University,Human Resources,2.88
Gaby Sadgrove,United States,F,32,Elon College,Human Resources,0.35
Ed Lynde,Russia,F,36,Ulyanovsk State Agricultural Academy,Engineering,2.36
Mano Bosward,Ukraine,M,32,National Technical University (Kharkiv Polytechnical Institute),Product Management,3.24
Susette Larner,United States,F,42,Breyer State University (Virtual University),Training,3.09
Tani Baddam,South Africa,M,45,University of Witwatersrand,Support,2.51
Darice Hugo,Greece,M,32,Technical University of Crete,Business Development,0.83
Georgette Sherratt,French Polynesia,F,39,Université de la Polynésie Française,Training,0.47
Theresa Torrecilla,Philippines,F,35,Manuel S. Enverga University Foundation,Accounting,3.43
Ruthi Ranstead,China,F,25,Hebei University of Economics and Trade,Services,4.62
Wright Falvey,France,M,21,Centre National d'Etudes Agronomiques des Régions Chaudes,Legal,3.15
Merell Lanigan,Laos,M,50,Soutsaka Institute of management and Technology,Sales,0.57
Brandyn Seaborn,Indonesia,F,27,Universitas Pekalongan,Accounting,0.65
Olivia Gurrado,Armenia,M,26,American University of Armenia,Legal,4.09
Gabbey Tyrwhitt,China,F,20,Beijing New Asia University,Services,4.97
Curt Rosenwasser,China,F,41,Tianjin Polytechnic University,Support,2.97
Olympie Allmond,Indonesia,M,26,Trisakti Institute of Tourism ,Services,3.71
Rockwell Giorio,France,F,34,Ecole pour les Etudes et la Recherche en Informatique et Electronique,Sales,4.37
Coretta Saltern,Russia,F,47,Novosibirsk State University,Accounting,2.29
Koral Shirrell,Croatia,M,25,University of Zadar,Research and Development,0.79
Tamas Arnaldy,Tanzania,F,21,African Virtual University,Product Management,1.05
Magdalen La Wille,Indonesia,F,23,Politeknik Negeri Bandung,Legal,4.14
Paquito Dryden,China,F,22,Shanghai Ocean University,Human Resources,1.82
Kristo Secrett,Mongolia,M,22,Mongolian State University of Arts and Culture,Support,3.07
Estelle Playford,China,F,47,Nanjing Forestry University,Support,4.47
Phineas Lavin,Russia,F,35,Northern State Medical University,Human Resources,2.92
Suellen McBean,Indonesia,F,47,Universitas Islam Sultan Agung,Product Management,0.07
Tobye Astbery,Ukraine,M,46,Ukrainian Academy of Pharmacy,Support,4.9
Talia Herety,Indonesia,F,23,Universitas Sumatera Utara,Sales,1.96
Suzi Snowding,Greece,F,26,Technological Education Institute of Kavala,Sales,2.14
Kassandra Birtchnell,Peru,F,36,Universidad Tecnológica de los Andes de Apurímac,Product Management,0.69
Bibi Andreini,France,F,28,Institut Commercial de Nancy,Product Management,1.83
Ash Glenfield,China,F,22,Xinjiang University,Business Development,2.98
Alexia Landreth,Dominican Republic,F,44,Universidad Católica Madre y Maestra,Marketing,4.97
Pincas Weale,France,M,47,Centre de Formation et de Perfectionnement des Journalistes,Services,4.59
Caryl Walkey,Peru,M,28,Universidad Nacional del Callao,Marketing,1.16
Tamarah Graine,Netherlands,F,38,Free University Amsterdam,Support,0.92
Lynne Mullinger,Japan,F,44,International Christian University,Training,0.99
Hillery Dolle,Argentina,M,40,Universidad Nacional de Rosario,Training,0.06
Husain Cramphorn,China,M,22,Nanjing Normal University,Engineering,1.45
Nappy Huttley,Dominican Republic,M,50,Universidad Interamericana,Accounting,0.52
Lynn Callender,Colombia,M,23,Universidad Metropolitana,Engineering,2.92
Kakalina Worthington,Indonesia,M,48,Universitas Hasanuddin,Engineering,4.68
Aubry Neno,Barbados,M,23,"University of the West Indies, Cave Hill",Marketing,4.3
Katrine Grioli,Brazil,M,44,Universidade Mackenzie,Legal,3.6
Pooh Cowe,China,F,40,Shanghai Television University,Marketing,1.55
Roanne Jinks,Pakistan,M,23,Mooreland University,Sales,1.68
Ludvig Wilmut,Poland,M,44,University of Lodz,Marketing,1.62
Jordan Canape,Indonesia,M,31,Universitas Ngurah Rai,Legal,0.68
Charlena Conquest,Afghanistan,F,27,Nangarhar University,Training,2.35
Valaree Willder,China,M,29,Heilongjiang University,Business Development,3.55
Steward Dudliston,Sweden,F,30,Blekinge Institute of Technology,Services,3.46
Monica Tremaine,Croatia,F,44,University of Rijeka,Research and Development,2.3
Kata McGilmartin,Canada,F,35,Algonquin College,Research and Development,1.64
Jordan Waddie,Indonesia,M,41,Universitas Kristen Petra,Accounting,4.47
Skip Douglas,Tunisia,M,29,Université de la Manouba,Human Resources,4.87
Ree Pauley,Canada,F,20,Ontario College of Art and Design,Legal,1.66
Adel Tytterton,Belarus,F,49,Academy of Public Administration of Belarus,Services,0.78
Julius Lavers,Canada,F,40,University of Ontario Institute of Technology,Marketing,0.33
Gail Chatters,Portugal,M,43,Universidade Internacional Lisboa,Research and Development,2.23
Jard Baskerville,Brazil,M,35,Universidade de Nova Iguaçu,Accounting,3.26
Keriann Tomasian,Poland,F,31,Technical University of Bialystok,Legal,4.19
Natalya Rubinow,Yemen,F,29,Yemenia University,Engineering,3.02
Alfonso Westwell,Russia,M,21,Saratov State Socio-Economic University,Research and Development,0.72
Jessie Goldsby,Russia,F,44,Syktyvkar State University,Product Management,0.82
Charmian Davson,Iran,F,32,Babol Noshirvani University of Technology,Services,0.29
Brigg Terney,Indonesia,F,48,Trisakti Institute of Tourism ,Product Management,0.19
Donella Harvard,China,F,35,Chinese People's Public Security University,Services,3.82
Domenico Tabourin,Namibia,M,40,International University of Management,Marketing,0.4
Vic Rapps,Indonesia,M,36,Universitas Pembangunan Panca Budi,Research and Development,2.29
Keelby Filippi,Japan,F,45,Senshu University,Legal,3.35
Elihu Maddrell,Italy,M,48,Third University of Rome,Research and Development,0.2
Pearce Sexti,Albania,M,44,Agricultural University of Tirane,Legal,2.31
Eleanora Gainsford,United States,M,37,Iglobal University,Business Development,2.82
Pollyanna Gregoli,Japan,M,21,Ibaraki Prefectural University of Health Sciences,Marketing,1.88
Mario Bending,China,F,48,Guizhou University,Engineering,3.74
Mack Cordle,Iran,M,43,Hyrcania Institute of Higher Education,Product Management,4.97
Justis Playfair,Pakistan,F,39,Gift University,Legal,0.33
Claudia Langran,Russia,M,49,Kazan State University,Marketing,2.48
Rowen Chardin,Spain,F,28,Universidad de Cantabria,Research and Development,1.02
Ortensia Hannaway,Greece,F,21,Harokopio University,Product Management,1.21
Avie Tax,China,F,23,Dongbei University of Finance And Economics,Legal,0.6
Taber Mace,Swaziland,F,45,University of Swaziland,Marketing,4.48
Marika Colby,Ghana,M,28,Cape Coast Polytechnic ,Research and Development,1.11
Marta Scramage,Indonesia,M,39,Universitas Ngurah Rai,Marketing,4.78
Tanner Hatchard,Greece,M,37,Hellenic Open University,Accounting,4.17
Madel Pynner,Ukraine,M,23,Kiev School Of Economics,Research and Development,3.36
Freemon Bourgour,China,F,37,Shanghai University,Marketing,3.33
Waylen McCullough,Belarus,M,20,Academy of Public Administration of Belarus,Services,1.75
Cris Woodier,Argentina,F,46,Universidad del Museo Social Argentino,Engineering,3.08
Marven Dronsfield,Tanzania,F,29,Moshi University College of Cooperative and Business Studies,Engineering,3.53
Kaile Kapiloff,Uzbekistan,M,33,Tashkent Institute of Irrigation and Melioration,Product Management,1.19
Kitti Ebdon,China,F,26,University of Electronic Science and Technology of China,Support,2.02
Brennan MacCook,China,F,32,Hebei Normal University,Human Resources,4.97
Doralin Coling,Portugal,F,39,Academia Nacional Superior de Orquesta,Product Management,3.77
Sioux Nelane,France,F,28,Ecole Nationale Supérieur de Géologie de Nancy,Legal,4.75
Niels Jiri,Indonesia,F,23,Universitas Negeri Malang,Business Development,1.53
Ardine Edmand,Thailand,M,50,Chiang Mai Vocational College,Product Management,2.78
Marina Schroter,China,M,30,Northeast Normal University,Engineering,3.37
Ashely Urpeth,Russia,M,35,Udmurt State University,Product Management,0.3
Bev Whitticks,Thailand,F,34,Assumption University of Thailand,Human Resources,4.5
Broderick Tuckerman,Papua New Guinea,M,22,Papua New Guinea University of Technology,Training,3.3
Dexter De Lasci,China,M,28,Guangzhou University of Traditional Chinese Medicine,Training,4.34
Moyna Waltering,Indonesia,M,26,Universitas Bhayangkara Jakarta Raya,Sales,2.69
Luke Errett,Philippines,F,39,University of Santo Tomas,Business Development,0.31
Martynne Eyers,China,F,35,Beijing International Studies University,Services,4.26
Constantine Whimper,Poland,F,45,Polish Open University in Warsaw (WSZ/POU),Research and Development,2.07
Murial Lorriman,Japan,F,33,Kobe University of Mercantile Marine,Legal,1.55
Cynthia Blois,Bulgaria,F,33,Medical University Pleven,Services,4.79
Steffen Bagger,China,M,32,Zhejiang Sci-Tech University ,Training,4.37
Barron Chiverstone,Colombia,F,30,"Corporación Educativa Mayor del Desarrollo ""Simón Bolivar""",Legal,0.34
Tailor Drage,Norway,F,46,Bergen University College,Research and Development,3
Saundra Braham,Philippines,F,36,University of the Philippines Visayas - Cebu High School,Accounting,2.42
Ingrid Davidovitz,Poland,F,35,Medical Academy in Lublin,Research and Development,1.74
Margaret Ardern,Brazil,F,38,Faculdades Integradas do Brasil - UNIBRASIL,Support,1.29
Clarine Chattoe,Ukraine,F,46,Sumy State University,Research and Development,3.75
Marys Rispine,Philippines,M,26,Our Lady of Fatima University,Engineering,4.02
Brittan Gordon,Nigeria,M,24,Novena University,Legal,1.66
Clemence Barosch,China,F,27,University of Hydraulic Electric Engineering,Accounting,0.25
Cristionna Bringloe,China,F,40,Harbin Normal University,Services,4.29
Janos Bearne,China,M,27,Qufu Normal University,Marketing,3.33
Jessika Torel,Vietnam,M,31,Vietnam Maritime University,Engineering,2.71
Rodolph Lednor,Indonesia,M,45,Trisakti Institute of Tourism ,Training,0.12
Frayda Crilly,China,M,46,University of Electronic Science and Technology of China,Training,1.1
Aubry Parsons,China,M,22,Hebei Normal University,Business Development,3.68
Ardis Sturley,Japan,F,31,Korea University,Human Resources,4.72
Kippie Binney,Yemen,M,46,Hodeidah University,Business Development,2.16
Philis Evensden,Poland,M,50,Academy of Economics in Katowice,Support,0.47
Sande Emblem,Thailand,F,44,Thammasat University,Engineering,3.03
Adina Aleevy,France,F,38,Université du Littoral Cote d'Opale,Marketing,4.35
Marna Bainton,Thailand,F,30,Ramkhamhaeng University,Services,3.82
Inger Grossman,Indonesia,M,23,Universitas Gajayana Malang,Legal,1.07
Brear Julien,Azerbaijan,F,34,Azerbaijan Toursim Institute,Support,1.8
Luciana Dumbar,Indonesia,F,40,Universitas Kristen Indonesia Tomohon,Marketing,2.01
Mina Shallo,Indonesia,F,44,Universitas Wisnuwardhana,Support,1.86
Felicio Garbett,Russia,F,49,Sakhalin State University,Business Development,1.24
Aliza Pyett,Indonesia,F,42,Universitas Bengkulu,Human Resources,4.71
Yettie Currey,Canada,M,29,Ryerson Polytechnic University,Legal,0.22
Randall Steet,Canada,M,49,Brescia College,Legal,2.13
Eddy Birdall,Palestinian Territory,M,34,Hebron University,Research and Development,2.08
Danica Drakeford,China,M,50,Tibet Tibetan Medical College,Business Development,1.04
Ludovika Causier,Venezuela,F,28,Universidad de Oriente,Sales,0.07
Hinze Kells,China,F,25,Shaanxi Normal University,Support,3.53
Clotilda McTear,Ireland,F,43,Griffith College,Business Development,0.17
Wilden Drydale,Afghanistan,M,46,Khurasan University,Services,3.29
Lissie Coughtrey,Czech Republic,M,33,Czech Technical University of Prague,Support,4.41
Doti Vasyushkhin,Brazil,F,21,Universidade Católica de Pernambuco,Training,1.81
Bale Heaselgrave,Thailand,M,40,Sukhothai Thammathirat Open University,Business Development,1.46
Giustina Yaxley,China,M,26,Shanghai University of Science and Technology,Human Resources,3.77
Gawain Marchment,Thailand,F,23,Ubonratchathani University,Support,0.11
Laughton Ascraft,China,F,25,Shandong University,Support,4.21
Zachariah Sambrook,China,F,22,Chongqing Three Gorges University,Support,1.47
Rosabella Mehew,Portugal,F,30,Instituto Piaget,Marketing,2.36
Codie Viel,Vietnam,F,43,Hanoi University of Civil Engineering,Support,3.76
Caesar Niese,Philippines,F,39,West Visayas State University,Accounting,1.69
Aubert Moulden,Portugal,F,26,Instituto Superior de Gestão - ISG,Sales,0.29
Brittani Josland,Hungary,M,36,University of Sopron,Research and Development,1.25
Ermengarde Hillhouse,Cameroon,F,43,Fomic Polytechnic,Accounting,2.18
Giacopo Timberlake,China,M,26,Northeastern University,Legal,3.28
Davon Lankester,Mauritius,M,32,University of Mauritius,Product Management,3.62
Lucky Petrus,Thailand,F,20,Phranakhon Si Ayutthaya Rajabhat University,Product Management,1.02
Belita Nutbrown,Greece,F,48,Technological Education Institute of Kalamata,Engineering,2.37
Giselbert Greenhead,Indonesia,M,50,Universitas Paramadina Mulya,Sales,0.64
Estele Ruseworth,Indonesia,M,42,"Universitas Pembangunan Nasional ""Veteran"" East Java",Engineering,4.76
Jsandye Suckling,United States,F,25,Midway College,Accounting,3.12
Sheba Guillem,Cuba,F,24,Universidad de Pinar del Río,Legal,1.99
Bordy Ilieve,China,M,49,Logistics Engineering University of PLA,Accounting,3.55
Ivonne Harhoff,Japan,M,27,Nagoya Women's University,Business Development,3.11
Gage McGoogan,Morocco,M,24,Al Akhawayn University,Engineering,0.52
Nicolette Rubenczyk,Portugal,F,31,Instituto Superior de Ciências Educativas,Legal,1.05
Tobiah Bentje,Morocco,M,50,Université Ibn Toufail,Marketing,2.91
Parsifal Van Arsdale,Sweden,F,37,Swedish University of Agricultural Sciences,Services,4.03
Horace Heffernan,Honduras,F,47,Escuela Agricola Panamericana Zamorano,Accounting,3.7
Winston Nelsey,South Africa,M,23,University of Stellenbosch,Research and Development,3.53
Randie Haet,Mauritius,F,47,University of Mauritius,Training,1.45
L;urette Morris,Finland,F,40,Theatre Academy Finland,Legal,4.59
Melantha Setchell,United States,F,38,Lagrange College,Accounting,3.35
Rowney Keslake,Argentina,M,42,Universidad de la Marina Mercante,Services,4.55
Pammy Probet,Afghanistan,F,47,Kardan University,Sales,4.02
Ruthanne Nobbs,China,F,37,Chongqing Technology and Business University,Business Development,3.25
Erskine Impleton,Brazil,F,44,Universidade Braz Cubas,Marketing,4.1
Billy Elphinston,Russia,M,43,Sakhalin State University,Services,0.39
Dudley Fruser,Croatia,M,47,University of Zadar,Product Management,2.96
Kimbra Levis,Bosnia and Herzegovina,M,27,University of Banja Luka,Training,1.79
Iggy Stoller,Japan,F,37,Aichi Prefectural University,Business Development,1.18
Magda Izon,Libya,M,41,Libyan International Medical University (LIMU),Support,2.6
Roby Dorkens,Nigeria,M,36,Renaissance University,Engineering,1.85
Felisha Faragher,China,M,24,Yanbian University,Marketing,1.71
